seq,ros_time_sec,wall_time_iso,source,topic,height_cm,array_ground_height_cm,point_height_cm,pair_age_sec,drop_cm
74,1779458604.643327236,2026-05-22T22:03:24.643,point_fc,/height,1,11,1,0.005999,1.000
75,1779458604.648018360,2026-05-22T22:03:24.648,point_fc,/height,1,11,1,0.010690,1.000
76,1779458604.653146029,2026-05-22T22:03:24.653,point_fc,/height,1,11,1,0.015818,1.000
77,1779458604.654231071,2026-05-22T22:03:24.654,array_ground,/laser_array/ground_height,11,11,1,0.001085,1.000
78,1779458604.657726765,2026-05-22T22:03:24.657,point_fc,/height,1,11,1,0.003496,1.000
79,1779458604.663239717,2026-05-22T22:03:24.663,point_fc,/height,1,11,1,0.009009,1.000
80,1779458604.668037653,2026-05-22T22:03:24.668,point_fc,/height,1,11,1,0.013807,1.000
81,1779458604.669087887,2026-05-22T22:03:24.669,array_ground,/laser_array/ground_height,11,11,1,0.001050,1.000
82,1779458604.673082590,2026-05-22T22:03:24.673,point_fc,/height,1,11,1,0.003995,1.000
83,1779458604.678025007,2026-05-22T22:03:24.678,point_fc,/height,1,11,1,0.008937,1.000
84,1779458604.683143139,2026-05-22T22:03:24.683,point_fc,/height,1,11,1,0.014055,1.000
85,1779458604.684982538,2026-05-22T22:03:24.685,array_ground,/laser_array/ground_height,11,11,1,0.001839,1.000
86,1779458604.687868595,2026-05-22T22:03:24.687,point_fc,/height,1,11,1,0.002886,1.000
87,1779458604.693024397,2026-05-22T22:03:24.693,point_fc,/height,1,11,1,0.008042,1.000
88,1779458604.698107243,2026-05-22T22:03:24.698,point_fc,/height,1,11,1,0.013125,1.000
89,1779458604.701169729,2026-05-22T22:03:24.701,array_ground,/laser_array/ground_height,11,11,1,0.003062,1.000
90,1779458604.703048944,2026-05-22T22:03:24.703,point_fc,/height,1,11,1,0.001879,1.000
91,1779458604.708075047,2026-05-22T22:03:24.708,point_fc,/height,1,11,1,0.006905,1.000
92,1779458604.712690830,2026-05-22T22:03:24.712,point_fc,/height,1,11,1,0.011521,1.000
93,1779458604.717012405,2026-05-22T22:03:24.717,array_ground,/laser_array/ground_height,11,11,1,0.004322,1.000
94,1779458604.717698812,2026-05-22T22:03:24.717,point_fc,/height,1,11,1,0.000686,1.000
95,1779458604.722883701,2026-05-22T22:03:24.722,point_fc,/height,1,11,1,0.005871,1.000
96,1779458604.728162527,2026-05-22T22:03:24.728,point_fc,/height,1,11,1,0.011150,1.000
97,1779458604.732890606,2026-05-22T22:03:24.732,array_ground,/laser_array/ground_height,11,11,1,0.004728,1.000
98,1779458604.733277321,2026-05-22T22:03:24.733,point_fc,/height,1,11,1,0.000387,1.000
99,1779458604.738098860,2026-05-22T22:03:24.738,point_fc,/height,1,11,1,0.005208,1.000
100,1779458604.743029833,2026-05-22T22:03:24.743,point_fc,/height,1,11,1,0.010139,1.000
101,1779458604.747887611,2026-05-22T22:03:24.747,point_fc,/height,1,11,1,0.014997,1.000
102,1779458604.748613119,2026-05-22T22:03:24.748,array_ground,/laser_array/ground_height,11,11,1,0.000726,1.000
103,1779458604.752779961,2026-05-22T22:03:24.752,point_fc,/height,1,11,1,0.004167,1.000
104,1779458604.757990837,2026-05-22T22:03:24.758,point_fc,/height,1,11,1,0.009378,1.000
105,1779458604.763081074,2026-05-22T22:03:24.763,point_fc,/height,1,11,1,0.014468,1.000
106,1779458604.765008688,2026-05-22T22:03:24.765,array_ground,/laser_array/ground_height,11,11,1,0.001928,1.000
107,1779458604.768406391,2026-05-22T22:03:24.768,point_fc,/height,1,11,1,0.003398,1.000
108,1779458604.773443937,2026-05-22T22:03:24.773,point_fc,/height,1,11,1,0.008435,1.000
109,1779458604.777719736,2026-05-22T22:03:24.777,point_fc,/height,1,11,1,0.012711,1.000
110,1779458604.780488253,2026-05-22T22:03:24.780,array_ground,/laser_array/ground_height,11,11,1,0.002769,1.000
111,1779458604.782744646,2026-05-22T22:03:24.782,point_fc,/height,1,11,1,0.002256,1.000
112,1779458604.787842512,2026-05-22T22:03:24.787,point_fc,/height,1,11,1,0.007354,1.000
113,1779458604.792876005,2026-05-22T22:03:24.792,point_fc,/height,1,11,1,0.012388,1.000
114,1779458604.797113419,2026-05-22T22:03:24.797,array_ground,/laser_array/ground_height,11,11,1,0.004237,1.000
115,1779458604.798442841,2026-05-22T22:03:24.798,point_fc,/height,1,11,1,0.001329,1.000
116,1779458604.802998543,2026-05-22T22:03:24.803,point_fc,/height,1,11,1,0.005885,1.000
117,1779458604.808407307,2026-05-22T22:03:24.808,point_fc,/height,1,11,1,0.011294,1.000
118,1779458604.812447548,2026-05-22T22:03:24.812,array_ground,/laser_array/ground_height,11,11,1,0.004040,1.000
119,1779458604.813260078,2026-05-22T22:03:24.813,point_fc,/height,1,11,1,0.000813,1.000
120,1779458604.817916393,2026-05-22T22:03:24.818,point_fc,/height,1,11,1,0.005469,1.000
121,1779458604.822870970,2026-05-22T22:03:24.822,point_fc,/height,1,11,1,0.010423,1.000
122,1779458604.827826738,2026-05-22T22:03:24.827,point_fc,/height,1,11,1,0.015379,1.000
123,1779458604.829080582,2026-05-22T22:03:24.829,array_ground,/laser_array/ground_height,11,11,1,0.001254,1.000
124,1779458604.832907200,2026-05-22T22:03:24.832,point_fc,/height,1,11,1,0.003827,1.000
125,1779458604.837831974,2026-05-22T22:03:24.837,point_fc,/height,1,11,1,0.008751,1.000
126,1779458604.842978716,2026-05-22T22:03:24.843,point_fc,/height,1,11,1,0.013898,1.000
127,1779458604.844892979,2026-05-22T22:03:24.844,array_ground,/laser_array/ground_height,11,11,1,0.001914,1.000
128,1779458604.847984076,2026-05-22T22:03:24.848,point_fc,/height,1,11,1,0.003091,1.000
129,1779458604.852898598,2026-05-22T22:03:24.852,point_fc,/height,1,11,1,0.008006,1.000
130,1779458604.857911587,2026-05-22T22:03:24.857,point_fc,/height,1,11,1,0.013019,1.000
131,1779458604.861129999,2026-05-22T22:03:24.861,array_ground,/laser_array/ground_height,11,11,1,0.003218,1.000
132,1779458604.862782955,2026-05-22T22:03:24.862,point_fc,/height,1,11,1,0.001653,1.000
133,1779458604.867618799,2026-05-22T22:03:24.867,point_fc,/height,1,11,1,0.006489,1.000
134,1779458604.872938395,2026-05-22T22:03:24.873,point_fc,/height,1,11,1,0.011808,1.000
135,1779458604.876257181,2026-05-22T22:03:24.876,array_ground,/laser_array/ground_height,11,11,1,0.003319,1.000
136,1779458604.877588034,2026-05-22T22:03:24.877,point_fc,/height,1,11,1,0.001331,1.000
137,1779458604.882907391,2026-05-22T22:03:24.882,point_fc,/height,1,11,1,0.006650,1.000
138,1779458604.887687445,2026-05-22T22:03:24.887,point_fc,/height,1,11,1,0.011430,1.000
139,1779458604.892843246,2026-05-22T22:03:24.892,point_fc,/height,1,11,1,0.016586,1.000
140,1779458604.897733450,2026-05-22T22:03:24.897,point_fc,/height,1,11,1,0.021476,1.000
141,1779458604.903417349,2026-05-22T22:03:24.903,point_fc,/height,1,11,1,0.027160,1.000
142,1779458604.907074213,2026-05-22T22:03:24.907,array_ground,/laser_array/ground_height,11,11,1,0.003657,1.000
143,1779458604.909274340,2026-05-22T22:03:24.909,point_fc,/height,1,11,1,0.002200,1.000
144,1779458604.913339615,2026-05-22T22:03:24.913,point_fc,/height,1,11,1,0.006265,1.000
145,1779458604.917782068,2026-05-22T22:03:24.917,point_fc,/height,1,11,1,0.010708,1.000
146,1779458604.922555208,2026-05-22T22:03:24.922,array_ground,/laser_array/ground_height,11,11,1,0.004773,1.000
147,1779458604.923675537,2026-05-22T22:03:24.923,point_fc,/height,1,11,1,0.001120,1.000
148,1779458604.928030252,2026-05-22T22:03:24.928,point_fc,/height,1,11,1,0.005475,1.000
149,1779458604.933078289,2026-05-22T22:03:24.933,point_fc,/height,1,11,1,0.010523,1.000
150,1779458604.937745810,2026-05-22T22:03:24.937,point_fc,/height,1,11,1,0.015191,1.000
151,1779458604.943136692,2026-05-22T22:03:24.943,point_fc,/height,1,11,1,0.020581,1.000
152,1779458604.948088169,2026-05-22T22:03:24.948,point_fc,/height,1,11,1,0.025533,1.000
153,1779458604.952740908,2026-05-22T22:03:24.952,array_ground,/laser_array/ground_height,11,11,1,0.004653,1.000
154,1779458604.953280210,2026-05-22T22:03:24.953,point_fc,/height,1,11,1,0.000539,1.000
155,1779458604.957446575,2026-05-22T22:03:24.957,point_fc,/height,1,11,1,0.004706,1.000
156,1779458604.962525845,2026-05-22T22:03:24.962,point_fc,/height,1,11,1,0.009785,1.000
157,1779458604.967839241,2026-05-22T22:03:24.967,point_fc,/height,1,11,1,0.015098,1.000
158,1779458604.968984604,2026-05-22T22:03:24.969,array_ground,/laser_array/ground_height,11,11,1,0.001145,1.000
159,1779458604.972974062,2026-05-22T22:03:24.973,point_fc,/height,1,11,1,0.003989,1.000
160,1779458604.977818251,2026-05-22T22:03:24.977,point_fc,/height,1,11,1,0.008834,1.000
161,1779458604.982740641,2026-05-22T22:03:24.982,point_fc,/height,1,11,1,0.013756,1.000
162,1779458604.984938860,2026-05-22T22:03:24.985,array_ground,/laser_array/ground_height,11,11,1,0.002198,1.000
163,1779458604.988018274,2026-05-22T22:03:24.988,point_fc,/height,1,11,1,0.003079,1.000
164,1779458604.992660522,2026-05-22T22:03:24.992,point_fc,/height,1,11,1,0.007722,1.000
165,1779458604.998184919,2026-05-22T22:03:24.998,point_fc,/height,1,11,1,0.013246,1.000
166,1779458605.000671387,2026-05-22T22:03:25.000,array_ground,/laser_array/ground_height,11,11,1,0.002486,1.000
167,1779458605.002787828,2026-05-22T22:03:25.002,point_fc,/height,1,11,1,0.002116,1.000
168,1779458605.007987261,2026-05-22T22:03:25.008,point_fc,/height,1,11,1,0.007316,1.000
169,1779458605.012899399,2026-05-22T22:03:25.013,point_fc,/height,1,11,1,0.012228,1.000
170,1779458605.016451836,2026-05-22T22:03:25.016,array_ground,/laser_array/ground_height,11,11,1,0.003552,1.000
171,1779458605.017778158,2026-05-22T22:03:25.017,point_fc,/height,1,11,1,0.001326,1.000
172,1779458605.022812843,2026-05-22T22:03:25.022,point_fc,/height,1,11,1,0.006361,1.000
173,1779458605.027672052,2026-05-22T22:03:25.027,point_fc,/height,1,11,1,0.011220,1.000
174,1779458605.032503366,2026-05-22T22:03:25.032,array_ground,/laser_array/ground_height,11,11,1,0.004831,1.000
175,1779458605.034285307,2026-05-22T22:03:25.034,point_fc,/height,1,11,1,0.001782,1.000
176,1779458605.037915707,2026-05-22T22:03:25.038,point_fc,/height,1,11,1,0.005412,1.000
177,1779458605.043150425,2026-05-22T22:03:25.043,point_fc,/height,1,11,1,0.010647,1.000
178,1779458605.048589706,2026-05-22T22:03:25.048,point_fc,/height,1,11,1,0.016086,1.000
179,1779458605.051079988,2026-05-22T22:03:25.051,array_ground,/laser_array/ground_height,11,11,1,0.002490,1.000
180,1779458605.052715063,2026-05-22T22:03:25.052,point_fc,/height,1,11,1,0.001635,1.000
181,1779458605.057440758,2026-05-22T22:03:25.057,point_fc,/height,1,11,1,0.006361,1.000
182,1779458605.063088417,2026-05-22T22:03:25.063,point_fc,/height,1,11,1,0.012008,1.000
183,1779458605.064347982,2026-05-22T22:03:25.064,array_ground,/laser_array/ground_height,11,11,1,0.001260,1.000
184,1779458605.067576885,2026-05-22T22:03:25.067,point_fc,/height,1,11,1,0.003229,1.000
185,1779458605.073000431,2026-05-22T22:03:25.073,point_fc,/height,1,11,1,0.008652,1.000
186,1779458605.077888489,2026-05-22T22:03:25.077,point_fc,/height,1,11,1,0.013541,1.000
187,1779458605.080295324,2026-05-22T22:03:25.080,array_ground,/laser_array/ground_height,11,11,1,0.002407,1.000
188,1779458605.082615852,2026-05-22T22:03:25.082,point_fc,/height,1,11,1,0.002321,1.000
189,1779458605.087543249,2026-05-22T22:03:25.087,point_fc,/height,1,11,1,0.007248,1.000
190,1779458605.092656612,2026-05-22T22:03:25.092,point_fc,/height,1,11,1,0.012361,1.000
191,1779458605.095953703,2026-05-22T22:03:25.096,array_ground,/laser_array/ground_height,11,11,1,0.003297,1.000
192,1779458605.097593069,2026-05-22T22:03:25.097,point_fc,/height,1,11,1,0.001639,1.000
193,1779458605.102766037,2026-05-22T22:03:25.102,point_fc,/height,1,11,1,0.006812,1.000
194,1779458605.107662678,2026-05-22T22:03:25.107,point_fc,/height,1,11,1,0.011709,1.000
195,1779458605.111768723,2026-05-22T22:03:25.111,array_ground,/laser_array/ground_height,11,11,1,0.004106,1.000
196,1779458605.112514019,2026-05-22T22:03:25.112,point_fc,/height,1,11,1,0.000745,1.000
197,1779458605.117445469,2026-05-22T22:03:25.117,point_fc,/height,1,11,1,0.005677,1.000
198,1779458605.122665882,2026-05-22T22:03:25.122,point_fc,/height,1,11,1,0.010897,1.000
199,1779458605.128680944,2026-05-22T22:03:25.128,array_ground,/laser_array/ground_height,11,11,1,0.006015,1.000
200,1779458605.129402637,2026-05-22T22:03:25.129,point_fc,/height,1,11,1,0.000722,1.000
201,1779458605.132401705,2026-05-22T22:03:25.132,point_fc,/height,1,11,1,0.003721,1.000
202,1779458605.138039827,2026-05-22T22:03:25.138,point_fc,/height,1,11,1,0.009359,1.000
203,1779458605.142944574,2026-05-22T22:03:25.143,point_fc,/height,1,11,1,0.014264,1.000
204,1779458605.144349813,2026-05-22T22:03:25.144,array_ground,/laser_array/ground_height,11,11,1,0.001405,1.000
205,1779458605.147633076,2026-05-22T22:03:25.147,point_fc,/height,1,11,1,0.003283,1.000
206,1779458605.152482271,2026-05-22T22:03:25.152,point_fc,/height,1,11,1,0.008132,1.000
207,1779458605.157252789,2026-05-22T22:03:25.157,point_fc,/height,1,11,1,0.012903,1.000
208,1779458605.162673235,2026-05-22T22:03:25.162,point_fc,/height,1,11,1,0.018323,1.000
209,1779458605.167599440,2026-05-22T22:03:25.167,point_fc,/height,1,11,1,0.023250,1.000
210,1779458605.172584772,2026-05-22T22:03:25.172,point_fc,/height,1,11,1,0.028235,1.000
211,1779458605.174335003,2026-05-22T22:03:25.174,array_ground,/laser_array/ground_height,11,11,1,0.001750,1.000
212,1779458605.177325010,2026-05-22T22:03:25.177,point_fc,/height,1,11,1,0.002990,1.000
213,1779458605.182492733,2026-05-22T22:03:25.182,point_fc,/height,1,11,1,0.008158,1.000
214,1779458605.187583447,2026-05-22T22:03:25.187,point_fc,/height,1,11,1,0.013248,1.000
215,1779458605.192369938,2026-05-22T22:03:25.192,point_fc,/height,1,11,1,0.018035,1.000
216,1779458605.197753668,2026-05-22T22:03:25.197,point_fc,/height,1,11,1,0.023419,1.000
217,1779458605.202622414,2026-05-22T22:03:25.202,point_fc,/height,1,11,1,0.028287,1.000
218,1779458605.204575300,2026-05-22T22:03:25.204,array_ground,/laser_array/ground_height,11,11,1,0.001953,1.000
219,1779458605.207441330,2026-05-22T22:03:25.207,point_fc,/height,1,11,1,0.002866,1.000
220,1779458605.212474823,2026-05-22T22:03:25.212,point_fc,/height,1,11,1,0.007900,1.000
221,1779458605.217616558,2026-05-22T22:03:25.217,point_fc,/height,1,11,1,0.013041,1.000
222,1779458605.220479727,2026-05-22T22:03:25.220,array_ground,/laser_array/ground_height,11,11,1,0.002863,1.000
223,1779458605.222369432,2026-05-22T22:03:25.222,point_fc,/height,1,11,1,0.001890,1.000
224,1779458605.227537870,2026-05-22T22:03:25.227,point_fc,/height,1,11,1,0.007058,1.000
225,1779458605.232361794,2026-05-22T22:03:25.232,point_fc,/height,1,11,1,0.011882,1.000
226,1779458605.236667156,2026-05-22T22:03:25.236,array_ground,/laser_array/ground_height,11,11,1,0.004305,1.000
227,1779458605.237764597,2026-05-22T22:03:25.237,point_fc,/height,1,11,1,0.001097,1.000
228,1779458605.242636442,2026-05-22T22:03:25.242,point_fc,/height,1,11,1,0.005969,1.000
229,1779458605.247690439,2026-05-22T22:03:25.247,point_fc,/height,1,11,1,0.011023,1.000
230,1779458605.252759457,2026-05-22T22:03:25.252,array_ground,/laser_array/ground_height,11,11,1,0.005069,1.000
231,1779458605.253557920,2026-05-22T22:03:25.253,point_fc,/height,1,11,1,0.000798,1.000
232,1779458605.257853031,2026-05-22T22:03:25.257,point_fc,/height,1,11,1,0.005094,1.000
233,1779458605.262842655,2026-05-22T22:03:25.262,point_fc,/height,1,11,1,0.010083,1.000
234,1779458605.267646790,2026-05-22T22:03:25.267,point_fc,/height,1,11,1,0.014887,1.000
235,1779458605.268741846,2026-05-22T22:03:25.268,array_ground,/laser_array/ground_height,11,11,1,0.001095,1.000
236,1779458605.272498369,2026-05-22T22:03:25.272,point_fc,/height,1,11,1,0.003757,1.000
237,1779458605.277871609,2026-05-22T22:03:25.277,point_fc,/height,1,11,1,0.009130,1.000
238,1779458605.282666922,2026-05-22T22:03:25.282,point_fc,/height,1,11,1,0.013925,1.000
239,1779458605.284410477,2026-05-22T22:03:25.284,array_ground,/laser_array/ground_height,11,11,1,0.001744,1.000
240,1779458605.287928820,2026-05-22T22:03:25.288,point_fc,/height,1,11,1,0.003518,1.000
241,1779458605.292511940,2026-05-22T22:03:25.292,point_fc,/height,1,11,1,0.008101,1.000
242,1779458605.297394991,2026-05-22T22:03:25.297,point_fc,/height,1,11,1,0.012985,1.000
243,1779458605.299967766,2026-05-22T22:03:25.300,array_ground,/laser_array/ground_height,11,11,1,0.002573,1.000
244,1779458605.302211523,2026-05-22T22:03:25.302,point_fc,/height,1,11,1,0.002244,1.000
245,1779458605.307448387,2026-05-22T22:03:25.307,point_fc,/height,1,11,1,0.007481,1.000
246,1779458605.312651873,2026-05-22T22:03:25.312,point_fc,/height,1,11,1,0.012684,1.000
247,1779458605.316732168,2026-05-22T22:03:25.316,array_ground,/laser_array/ground_height,11,11,1,0.004080,1.000
248,1779458605.317878485,2026-05-22T22:03:25.317,point_fc,/height,1,11,1,0.001146,1.000
249,1779458605.322679520,2026-05-22T22:03:25.322,point_fc,/height,1,11,1,0.005947,1.000
250,1779458605.327826977,2026-05-22T22:03:25.327,point_fc,/height,1,11,1,0.011095,1.000
251,1779458605.332576990,2026-05-22T22:03:25.332,array_ground,/laser_array/ground_height,11,11,1,0.004750,1.000
252,1779458605.334699154,2026-05-22T22:03:25.334,point_fc,/height,1,11,1,0.002122,1.000
253,1779458605.337971687,2026-05-22T22:03:25.338,point_fc,/height,1,11,1,0.005395,1.000
254,1779458605.342789650,2026-05-22T22:03:25.342,point_fc,/height,1,11,1,0.010213,1.000
255,1779458605.347630024,2026-05-22T22:03:25.347,point_fc,/height,1,11,1,0.015053,1.000
256,1779458605.349022865,2026-05-22T22:03:25.349,array_ground,/laser_array/ground_height,11,11,1,0.001393,1.000
257,1779458605.352462053,2026-05-22T22:03:25.352,point_fc,/height,1,11,1,0.003439,1.000
258,1779458605.357487917,2026-05-22T22:03:25.357,point_fc,/height,1,11,1,0.008465,1.000
259,1779458605.362127066,2026-05-22T22:03:25.362,point_fc,/height,1,11,1,0.013104,1.000
260,1779458605.364129782,2026-05-22T22:03:25.364,array_ground,/laser_array/ground_height,11,11,1,0.002003,1.000
261,1779458605.367726326,2026-05-22T22:03:25.367,point_fc,/height,1,11,1,0.003597,1.000
262,1779458605.372496605,2026-05-22T22:03:25.372,point_fc,/height,1,11,1,0.008367,1.000
263,1779458605.377545118,2026-05-22T22:03:25.377,point_fc,/height,1,11,1,0.013415,1.000
264,1779458605.380010843,2026-05-22T22:03:25.380,array_ground,/laser_array/ground_height,11,11,1,0.002466,1.000
265,1779458605.382443190,2026-05-22T22:03:25.382,point_fc,/height,1,11,1,0.002432,1.000
266,1779458605.387373924,2026-05-22T22:03:25.387,point_fc,/height,1,11,1,0.007363,1.000
267,1779458605.392359972,2026-05-22T22:03:25.392,point_fc,/height,1,11,1,0.012349,1.000
268,1779458605.396441698,2026-05-22T22:03:25.396,array_ground,/laser_array/ground_height,11,11,1,0.004082,1.000
269,1779458605.397802830,2026-05-22T22:03:25.397,point_fc,/height,1,11,1,0.001361,1.000
270,1779458605.402420998,2026-05-22T22:03:25.402,point_fc,/height,1,11,1,0.005979,1.000
271,1779458605.407899141,2026-05-22T22:03:25.408,point_fc,/height,1,11,1,0.011457,1.000
272,1779458605.411838531,2026-05-22T22:03:25.411,array_ground,/laser_array/ground_height,11,11,1,0.003939,1.000
273,1779458605.413096428,2026-05-22T22:03:25.413,point_fc,/height,1,11,1,0.001258,1.000
