seq,ros_time_sec,wall_time_iso,source,topic,height_cm,array_ground_height_cm,point_height_cm,pair_age_sec,drop_cm
172,1779458686.561303616,2026-05-22T22:04:46.561,point_fc,/height,15,28,15,0.001624,4.000
173,1779458686.565247059,2026-05-22T22:04:46.565,point_fc,/height,15,28,15,0.005567,4.000
174,1779458686.569537640,2026-05-22T22:04:46.569,point_fc,/height,15,28,15,0.009858,4.000
175,1779458686.573154449,2026-05-22T22:04:46.573,array_ground,/laser_array/ground_height,27,27,15,0.003617,3.000
176,1779458686.574634790,2026-05-22T22:04:46.574,point_fc,/height,15,27,15,0.001480,3.000
177,1779458686.579643726,2026-05-22T22:04:46.579,point_fc,/height,15,27,15,0.006489,3.000
178,1779458686.584549427,2026-05-22T22:04:46.584,point_fc,/height,15,27,15,0.011395,3.000
179,1779458686.589527130,2026-05-22T22:04:46.589,point_fc,/height,16,27,16,0.016373,2.000
180,1779458686.594513893,2026-05-22T22:04:46.594,point_fc,/height,16,27,16,0.021359,2.000
181,1779458686.599711180,2026-05-22T22:04:46.599,point_fc,/height,16,27,16,0.026557,2.000
182,1779458686.604030609,2026-05-22T22:04:46.604,array_ground,/laser_array/ground_height,27,27,16,0.004319,2.000
183,1779458686.605296612,2026-05-22T22:04:46.605,point_fc,/height,16,27,16,0.001266,2.000
184,1779458686.609916687,2026-05-22T22:04:46.610,point_fc,/height,16,27,16,0.005886,2.000
185,1779458686.614840508,2026-05-22T22:04:46.614,point_fc,/height,16,27,16,0.010810,2.000
186,1779458686.619877100,2026-05-22T22:04:46.619,array_ground,/laser_array/ground_height,27,27,16,0.005037,2.000
187,1779458686.620380402,2026-05-22T22:04:46.620,point_fc,/height,16,27,16,0.000503,2.000
188,1779458686.624779224,2026-05-22T22:04:46.624,point_fc,/height,16,27,16,0.004902,2.000
189,1779458686.629571438,2026-05-22T22:04:46.629,point_fc,/height,16,27,16,0.009694,2.000
190,1779458686.634500504,2026-05-22T22:04:46.634,point_fc,/height,16,27,16,0.014623,2.000
191,1779458686.639849424,2026-05-22T22:04:46.639,point_fc,/height,16,27,16,0.019972,2.000
192,1779458686.644830227,2026-05-22T22:04:46.644,point_fc,/height,16,27,16,0.024953,2.000
193,1779458686.649382353,2026-05-22T22:04:46.649,point_fc,/height,16,27,16,0.029505,2.000
194,1779458686.649981022,2026-05-22T22:04:46.650,array_ground,/laser_array/ground_height,27,27,16,0.000599,2.000
195,1779458686.654105425,2026-05-22T22:04:46.654,point_fc,/height,16,27,16,0.004124,2.000
196,1779458686.659913301,2026-05-22T22:04:46.660,point_fc,/height,16,27,16,0.009932,2.000
197,1779458686.664548159,2026-05-22T22:04:46.664,point_fc,/height,16,27,16,0.014567,2.000
198,1779458686.665874481,2026-05-22T22:04:46.665,array_ground,/laser_array/ground_height,27,27,16,0.001326,2.000
199,1779458686.669475079,2026-05-22T22:04:46.669,point_fc,/height,16,27,16,0.003601,2.000
200,1779458686.674233198,2026-05-22T22:04:46.674,point_fc,/height,16,27,16,0.008359,2.000
201,1779458686.679510832,2026-05-22T22:04:46.679,point_fc,/height,16,27,16,0.013636,2.000
202,1779458686.681359768,2026-05-22T22:04:46.681,array_ground,/laser_array/ground_height,27,27,16,0.001849,2.000
203,1779458686.684126377,2026-05-22T22:04:46.684,point_fc,/height,16,27,16,0.002767,2.000
204,1779458686.689177752,2026-05-22T22:04:46.689,point_fc,/height,16,27,16,0.007818,2.000
205,1779458686.695009470,2026-05-22T22:04:46.695,point_fc,/height,16,27,16,0.013650,2.000
206,1779458686.697515726,2026-05-22T22:04:46.697,array_ground,/laser_array/ground_height,27,27,16,0.002506,2.000
207,1779458686.699791908,2026-05-22T22:04:46.699,point_fc,/height,16,27,16,0.002276,2.000
208,1779458686.704439402,2026-05-22T22:04:46.704,point_fc,/height,16,27,16,0.006924,2.000
209,1779458686.709472418,2026-05-22T22:04:46.709,point_fc,/height,16,27,16,0.011957,2.000
210,1779458686.713213682,2026-05-22T22:04:46.713,array_ground,/laser_array/ground_height,27,27,16,0.003741,2.000
211,1779458686.714394093,2026-05-22T22:04:46.714,point_fc,/height,16,27,16,0.001180,2.000
212,1779458686.719352722,2026-05-22T22:04:46.719,point_fc,/height,16,27,16,0.006139,2.000
213,1779458686.724524975,2026-05-22T22:04:46.724,point_fc,/height,16,27,16,0.011311,2.000
214,1779458686.729595661,2026-05-22T22:04:46.729,array_ground,/laser_array/ground_height,27,27,16,0.005071,2.000
215,1779458686.730132580,2026-05-22T22:04:46.730,point_fc,/height,16,27,16,0.000537,2.000
216,1779458686.734344244,2026-05-22T22:04:46.734,point_fc,/height,16,27,16,0.004749,2.000
217,1779458686.739587069,2026-05-22T22:04:46.739,point_fc,/height,16,27,16,0.009991,2.000
218,1779458686.744791031,2026-05-22T22:04:46.744,point_fc,/height,16,27,16,0.015195,2.000
219,1779458686.746040583,2026-05-22T22:04:46.746,array_ground,/laser_array/ground_height,27,27,16,0.001250,2.000
220,1779458686.749761581,2026-05-22T22:04:46.749,point_fc,/height,16,27,16,0.003721,2.000
221,1779458686.754660606,2026-05-22T22:04:46.754,point_fc,/height,16,27,16,0.008620,2.000
222,1779458686.760082006,2026-05-22T22:04:46.760,point_fc,/height,16,27,16,0.014041,2.000
223,1779458686.762555599,2026-05-22T22:04:46.762,array_ground,/laser_array/ground_height,28,28,16,0.002474,3.000
224,1779458686.765208721,2026-05-22T22:04:46.765,point_fc,/height,16,28,16,0.002653,3.000
225,1779458686.769503117,2026-05-22T22:04:46.769,point_fc,/height,15,28,15,0.006948,4.000
226,1779458686.774518967,2026-05-22T22:04:46.774,point_fc,/height,15,28,15,0.011963,4.000
227,1779458686.777087688,2026-05-22T22:04:46.777,array_ground,/laser_array/ground_height,28,28,15,0.002569,4.000
228,1779458686.779191732,2026-05-22T22:04:46.779,point_fc,/height,15,28,15,0.002104,4.000
229,1779458686.784602642,2026-05-22T22:04:46.784,point_fc,/height,15,28,15,0.007515,4.000
230,1779458686.789604187,2026-05-22T22:04:46.789,point_fc,/height,16,28,16,0.012516,3.000
231,1779458686.793423653,2026-05-22T22:04:46.793,array_ground,/laser_array/ground_height,28,28,16,0.003819,3.000
232,1779458686.794844151,2026-05-22T22:04:46.794,point_fc,/height,16,28,16,0.001420,3.000
233,1779458686.799493551,2026-05-22T22:04:46.799,point_fc,/height,16,28,16,0.006070,3.000
234,1779458686.804467440,2026-05-22T22:04:46.804,point_fc,/height,16,28,16,0.011044,3.000
235,1779458686.809609413,2026-05-22T22:04:46.809,array_ground,/laser_array/ground_height,28,28,16,0.005142,3.000
236,1779458686.810013294,2026-05-22T22:04:46.810,point_fc,/height,16,28,16,0.000404,3.000
237,1779458686.814387083,2026-05-22T22:04:46.814,point_fc,/height,16,28,16,0.004778,3.000
238,1779458686.819413424,2026-05-22T22:04:46.819,point_fc,/height,16,28,16,0.009804,3.000
239,1779458686.825189590,2026-05-22T22:04:46.825,point_fc,/height,16,28,16,0.015580,3.000
240,1779458686.825864077,2026-05-22T22:04:46.825,array_ground,/laser_array/ground_height,28,28,16,0.000674,3.000
241,1779458686.829694510,2026-05-22T22:04:46.829,point_fc,/height,16,28,16,0.003830,3.000
242,1779458686.834763050,2026-05-22T22:04:46.834,point_fc,/height,16,28,16,0.008899,3.000
243,1779458686.839597225,2026-05-22T22:04:46.840,point_fc,/height,18,28,18,0.013733,1.000
244,1779458686.842009783,2026-05-22T22:04:46.842,array_ground,/laser_array/ground_height,28,28,18,0.002413,1.000
245,1779458686.844545126,2026-05-22T22:04:46.844,point_fc,/height,18,28,18,0.002535,1.000
246,1779458686.849124193,2026-05-22T22:04:46.849,point_fc,/height,18,28,18,0.007114,1.000
247,1779458686.854221582,2026-05-22T22:04:46.854,point_fc,/height,18,28,18,0.012212,1.000
248,1779458686.856783628,2026-05-22T22:04:46.856,array_ground,/laser_array/ground_height,28,28,18,0.002562,1.000
249,1779458686.858992815,2026-05-22T22:04:46.859,point_fc,/height,18,28,18,0.002209,1.000
250,1779458686.864399910,2026-05-22T22:04:46.864,point_fc,/height,18,28,18,0.007616,1.000
251,1779458686.869360447,2026-05-22T22:04:46.869,point_fc,/height,18,28,18,0.012577,1.000
252,1779458686.872943878,2026-05-22T22:04:46.873,array_ground,/laser_array/ground_height,28,28,18,0.003583,1.000
253,1779458686.874520302,2026-05-22T22:04:46.874,point_fc,/height,18,28,18,0.001576,1.000
254,1779458686.879000664,2026-05-22T22:04:46.879,point_fc,/height,18,28,18,0.006057,1.000
