t_rel_s,ts_ns,values
53.540,1779427929371908070,"[11.303974151611328, -5.9919047355651855, -1.96174156665802, 1.4292638301849365]"
53.560,1779427929392055863,"[12.052618026733398, -6.534448146820068, -1.969393253326416, -1.2803624868392944]"
53.580,1779427929412099241,"[11.839231491088867, -6.489426136016846, -1.9755146503448486, -1.0242899656295776]"
53.600,1779427929432477448,"[11.63062572479248, -6.446775436401367, -1.9804116487503052, -0.8194320201873779]"
53.620,1779427929452137581,"[11.834726333618164, -6.596283435821533, -1.984329342842102, -0.6555455923080444]"
53.640,1779427929472007711,"[11.050297737121582, -6.463925838470459, -1.9874634742736816, -0.5244364738464355]"
53.660,1779427929492508708,"[10.818513870239258, -6.446545124053955, -1.9899708032608032, -0.41954919695854187]"
53.680,1779427929512188090,"[10.988289833068848, -6.609223365783691, -1.9919766187667847, -0.3356393575668335]"
53.700,1779427929532282217,"[11.035304069519043, -6.841751575469971, -1.9935812950134277, -0.26851147413253784]"
53.720,1779427929552676466,"[10.827150344848633, -6.847943305969238, -1.9948650598526, -0.21480917930603027]"
53.740,1779427929571972894,"[10.629800796508789, -6.858756065368652, -1.99589204788208, -0.17184734344482422]"
53.760,1779427929592096479,"[11.090951919555664, -7.156308174133301, -1.996713638305664, -0.13747787475585938]"
53.780,1779427929612122649,"[11.459872245788574, -7.394349575042725, -1.997370958328247, -0.10998230427503586]"
53.800,1779427929632194318,"[9.79914379119873, -6.615492820739746, -1.997896671295166, 1.938571810722351]"
53.820,1779427929651970241,"[9.959932327270508, -6.788026809692383, -1.9983173608779907, 1.7796766757965088]"
53.840,1779427929671896078,"[9.941763877868652, -6.4517903327941895, -1.9986538887023926, 1.6218081712722778]"
53.860,1779427929692030163,"[9.820478439331055, -6.394039630889893, -1.9989230632781982, 1.585436224937439]"
53.880,1779427929711818628,"[9.967823028564453, -6.500847816467285, -1.9991384744644165, 1.4949142932891846]"
53.900,1779427929732043712,"[9.306953430175781, -5.865370750427246, -1.999310851097107, -1.0300053358078003]"
53.920,1779427929752451085,"[9.177094459533691, -5.750442028045654, -1.9994486570358276, -0.8240042924880981]"
53.940,1779427929772115301,"[9.037631034851074, -5.629497051239014, -1.999558925628662, -0.6592034101486206]"
53.960,1779427929792049888,"[9.500869750976562, -5.918046474456787, -1.9996471405029297, -0.5273627638816833]"
53.980,1779427929812031142,"[7.155819416046143, -4.296230792999268, -1.9997177124023438, -0.4218901991844177]"
54.000,1779427929832117394,"[6.965960502624512, -4.131175518035889, -1.9997742176055908, -0.33751216530799866]"
54.020,1779427929851898275,"[7.212805271148682, -4.2502923011779785, -1.999819278717041, -0.27000972628593445]"
54.040,1779427929871927653,"[6.838119983673096, -4.127618312835693, -1.9998555183410645, -0.2160077840089798]"
54.060,1779427929892057071,"[6.638247489929199, -3.989398717880249, -1.9998843669891357, -0.17280621826648712]"
54.080,1779427929911875285,"[6.440064430236816, -3.852738618850708, -1.9999074935913086, -0.13824498653411865]"
54.100,1779427929931947538,"[6.693341255187988, -4.043814659118652, -1.999925971031189, 1.4918773174285889]"
54.120,1779427929952072289,"[6.506733417510986, -3.924863338470459, -1.9999407529830933, 1.4153157472610474]"
54.140,1779427929972050043,"[6.305049896240234, -3.7968738079071045, -1.9999526739120483, 1.3633923530578613]"
54.160,1779427929992062796,"[6.84329891204834, -4.121005058288574, -1.9999620914459229, 1.2130825519561768]"
54.180,1779427930011947218,"[6.736300468444824, -4.210960865020752, -1.999969720840454, 1.3491263389587402]"
54.200,1779427930032062344,"[6.58055305480957, -4.1411237716674805, -1.9999758005142212, 1.3403217792510986]"
54.220,1779427930052038931,"[6.709158420562744, -4.236260414123535, -1.9999805688858032, 1.2792792320251465]"
54.240,1779427930072124892,"[7.070083141326904, -4.464153289794922, -1.9999845027923584, 1.1749415397644043]"
54.260,1779427930091926773,"[6.398706436157227, -4.368836402893066, -1.9999876022338867, 1.4814982414245605]"
54.280,1779427930111874193,"[6.494719505310059, -4.475845813751221, -1.9999901056289673, 1.4319863319396973]"
54.300,1779427930132102194,"[7.60894250869751, -5.229413032531738, -1.9999920129776, 1.307356595993042]"
54.320,1779427930152332528,"[7.572428226470947, -5.266237735748291, -1.9999936819076538, 1.3165582418441772]"
54.340,1779427930171952119,"[7.5310821533203125, -5.299701690673828, -1.9999948740005493, 1.3294636011123657]"
54.360,1779427930192089412,"[7.645369529724121, -5.380126953125, -1.9999959468841553, 1.2562466859817505]"
54.380,1779427930212026041,"[7.736799240112305, -5.444467067718506, -1.9999967813491821, 1.1976730823516846]"
54.400,1779427930232237709,"[7.712718963623047, -5.594057083129883, -1.9999973773956299, -1.7441462278366089]"
54.420,1779427930251941882,"[7.722794055938721, -5.63229513168335, -1.9999979734420776, -1.3953169584274292]"
54.440,1779427930272245132,"[6.551283836364746, -4.735474586486816, -1.9999983310699463, -1.1162536144256592]"
54.460,1779427930291971180,"[6.453914165496826, -4.69526481628418, 1.0119214057922363, -0.8930028676986694]"
54.480,1779427930311981892,"[6.364005088806152, -4.659822940826416, 0.6095371842384338, -0.7144023180007935]"
54.500,1779427930332092352,"[6.581498146057129, -4.819074630737305, 0.28762972354888916, -0.5715218186378479]"
54.520,1779427930352722848,"[4.90500020980835, -3.595088005065918, 0.030103785917162895, 1.34539794921875]"
54.540,1779427930372050484,"[4.771781921386719, -3.5148160457611084, -0.17591696977615356, 1.2877589464187622]"
54.560,1779427930392166778,"[5.168520450592041, -3.807046890258789, -0.3407335877418518, 1.1572470664978027]"
54.580,1779427930412157365,"[4.250819683074951, -3.0059006214141846, -0.47258687019348145, 0.9812769293785095]"
54.600,1779427930432233117,"[4.128857135772705, -2.9036316871643066, -3.577115535736084, 0.9497148990631104]"
54.620,1779427930452041706,"[4.282436370849609, -3.0029642581939697, -0.2650328576564789, 0.9062065482139587]"
54.640,1779427930472442080,"[4.6087260246276855, -2.9806501865386963, -3.419999122619629, -1.051434874534607]"
54.660,1779427930492010630,"[4.531667709350586, -2.8661623001098633, -0.13432742655277252, -0.8411478996276855]"
54.680,1779427930512286171,"[4.453382968902588, -2.751662015914917, -3.3132028579711914, -0.6729183197021484]"
54.700,1779427930532173509,"[4.797615051269531, -2.9643568992614746, -3.0505623817443848, -0.5383346080780029]"
54.720,1779427930552137263,"[4.29318380355835, -2.5468358993530273, -2.840449810028076, -0.4306676983833313]"
54.740,1779427930572043851,"[4.220306396484375, -2.441114902496338, -2.6723599433898926, -0.34453415870666504]"
54.760,1779427930591874315,"[4.559279441833496, -2.6371841430664062, -2.5378880500793457, -0.27562734484672546]"
54.780,1779427930612052733,"[4.09893798828125, -2.240453004837036, -2.4303102493286133, -0.2205018699169159]"
54.800,1779427930632710061,"[4.035818099975586, -2.1399576663970947, -2.3442482948303223, -0.17640149593353271]"
54.820,1779427930652343361,"[-17.373010635375977, -28.05670166015625, 30.0, -0.14112119376659393]"
54.840,1779427930672021868,"[-17.40831184387207, -28.034812927246094, 30.0, -0.11289695650339127]"
54.860,1779427930692119787,"[-17.444446563720703, -28.01234245300293, 30.0, -0.09031756222248077]"
54.880,1779427930711970958,"[-17.462657928466797, -28.000993728637695, 30.0, -0.07225405424833298]"
54.900,1779427930732047294,"[-17.467161178588867, -27.998184204101562, 30.0, -0.05780324339866638]"
54.920,1779427930752290461,"[-17.493507385253906, -27.98172950744629, 30.0, -0.046242594718933105]"
54.940,1779427930772056176,"[-17.519485473632812, -27.965471267700195, 30.0, -0.036994073539972305]"
54.960,1779427930792069221,"[-17.519485473632812, -27.965471267700195, 30.0, -0.029595259577035904]"
54.980,1779427930812051932,"[-17.455354690551758, -28.005544662475586, 30.0, -0.023676207289099693]"
55.000,1779427930832386390,"[-17.46082878112793, -28.002132415771484, 30.0, -0.018940966576337814]"
55.020,1779427930852141896,"[-17.46354866027832, -28.000436782836914, 30.0, -0.015152772888541222]"
55.040,1779427930871949027,"[-17.45294952392578, -28.00704574584961, 30.0, -1.925101399421692]"
55.060,1779427930891960613,"[-17.45476531982422, -28.00591278076172, 30.0, -2.080124855041504]"
55.080,1779427930912016241,"[-17.45565414428711, -28.005359649658203, 30.0, -2.0205135345458984]"
55.100,1779427930931866538,"[-17.459684371948242, -28.00284767150879, 30.0, -0.9505521059036255]"
55.120,1779427930952067997,"[-17.46178436279297, -28.001537322998047, 30.0, -0.975340723991394]"
55.140,1779427930972141125,"[-17.463878631591797, -28.00023078918457, 30.0, -1.0012913942337036]"
55.160,1779427930992106920,"[-17.460538864135742, -28.0023136138916, 30.0, -0.8081228733062744]"
55.180,1779427931012189964,"[-17.461471557617188, -28.001731872558594, 30.0, -0.8194549083709717]"
55.200,1779427931032298091,"[-17.46239471435547, -28.001155853271484, 30.0, -0.8313588500022888]"
55.220,1779427931052056806,"[-17.462858200073242, -28.00086784362793, 30.0, -0.8176413774490356]"
55.240,1779427931071960185,"[-17.453136444091797, -28.006929397583008, 30.0, -0.7110559344291687]"
55.260,1779427931092003563,"[-17.451868057250977, -28.007719039916992, 30.0, -0.7160643935203552]"
55.280,1779427931112093607,"[-17.45122718811035, -28.00811767578125, 30.0, -0.7095096707344055]"
55.300,1779427931132075444,"[-17.498321533203125, -27.97871971130371, 30.0, -0.6314066052436829]"
55.320,1779427931152301986,"[-17.50767707824707, -27.97286605834961, 30.0, -0.6298914551734924]"
55.340,1779427931171951618,"[-17.517044067382812, -27.96700096130371, 30.0, -0.6289718747138977]"
55.360,1779427931191880956,"[-17.517044067382812, -27.96700096130371, 30.0, -0.6246725916862488]"
55.380,1779427931212123706,"[-17.570144653320312, -27.933671951293945, 30.0, -0.6970555782318115]"
55.400,1779427931231904087,"[-17.586223602294922, -27.923551559448242, 30.0, -0.7005042433738708]"
55.420,1779427931252050714,"[-17.586223602294922, -27.923551559448242, 30.0, -0.6880577206611633]"
55.440,1779427931272006009,"[-17.6608943939209, -27.876384735107422, 30.0, -0.791686475276947]"
55.460,1779427931292742670,"[-17.68585968017578, -27.860551834106445, 30.0, -0.8001429438591003]"
55.480,1779427931312123390,"[-17.69827651977539, -27.8526668548584, 30.0, -0.7930917739868164]"
55.500,1779427931331805105,"[-17.741779327392578, -27.824975967407227, 30.0, -0.8375246524810791]"
55.520,1779427931352281894,"[-17.76888656616211, -27.80767250061035, 30.0, -0.8476824164390564]"
55.540,1779427931371902944,"[-17.796201705932617, -27.790199279785156, 30.0, -0.858208417892456]"
55.560,1779427931392107028,"[-17.796201705932617, -27.790199279785156, 30.0, -0.8339110016822815]"
55.580,1779427931412047157,"[-17.834861755371094, -27.765405654907227, 30.0, -0.7522252798080444]"
55.600,1779427931431997203,"[-17.86007308959961, -27.749195098876953, 30.0, -0.7558289170265198]"
55.620,1779427931452102413,"[-17.872732162475586, -27.74104118347168, 30.0, -0.7539612650871277]"
55.640,1779427931472137041,"[-17.872732162475586, -27.74104118347168, 30.0, -0.7474576830863953]"
55.660,1779427931491964588,"[-17.79425811767578, -27.791444778442383, 30.0, -0.5469763875007629]"
55.680,1779427931511968300,"[-17.79518699645996, -27.790849685668945, 30.0, -0.5562030076980591]"
55.700,1779427931531984844,"[-17.72385025024414, -27.83639907836914, 30.0, -0.48190173506736755]"
55.720,1779427931552131763,"[-17.710168838500977, -27.84510612487793, 30.0, -0.4732804596424103]"
55.740,1779427931572108350,"[-17.696197509765625, -27.853986740112305, 30.0, -0.46337294578552246]"
55.760,1779427931592180894,"[-17.658145904541016, -27.87812614440918, 30.0, -0.3812945485115051]"
55.780,1779427931612093023,"[-17.638700485229492, -27.89043426513672, 30.0, -0.36528536677360535]"
55.800,1779427931632036944,"[-17.618915557861328, -27.902935028076172, 30.0, -0.34877336025238037]"
55.820,1779427931651989031,"[-17.609025955200195, -27.909177780151367, 30.0, -0.3584021329879761]"
55.840,1779427931671999159,"[-17.65646743774414, -27.879188537597656, 30.0, -0.3428620994091034]"
55.860,1779427931692136161,"[-17.651052474975586, -27.88261604309082, 30.0, 1.128995656967163]"
55.880,1779427931711833043,"[-17.645606994628906, -27.886062622070312, 30.0, 0.9031965136528015]"
55.900,1779427931732067752,"[-17.645606994628906, -27.886062622070312, 30.0, 0.7225571870803833]"
55.920,1779427931752073213,"[-17.68695640563965, -27.85985565185547, 30.0, 0.5780457854270935]"
55.940,1779427931771857303,"[-17.690719604492188, -27.857465744018555, 30.0, 0.46243661642074585]"
55.960,1779427931791967179,"[-17.674367904663086, -27.867843627929688, 30.0, -2.2069830894470215]"
55.980,1779427931812119348,"[-17.673511505126953, -27.86838722229004, 30.0, -2.182753086090088]"
56.001,1779427931833089631,"[-17.672609329223633, -27.868959426879883, 30.0, -2.1797139644622803]"
56.020,1779427931851950023,"[-17.672306060791016, -27.869152069091797, 30.0, -2.036987066268921]"
56.040,1779427931871954318,"[-17.67805290222168, -27.86550521850586, 30.0, -2.136420249938965]"
56.060,1779427931892150527,"[-17.67857551574707, -27.865175247192383, 30.0, -2.1674041748046875]"
56.080,1779427931911870159,"[-17.6788387298584, -27.865007400512695, 30.0, -2.0930228233337402]"
56.100,1779427931931861912,"[-17.77305030822754, -27.805011749267578, 30.0, -2.127797842025757]"
56.120,1779427931952201620,"[-17.793397903442383, -27.791994094848633, 30.0, -2.1696557998657227]"
56.140,1779427931971986292,"[-17.813905715942383, -27.778854370117188, 30.0, -2.2145605087280273]"
56.160,1779427931992339125,"[-17.813905715942383, -27.778854370117188, 30.0, -2.0649962425231934]"
56.180,1779427932011991674,"[-17.898727416992188, -27.72427749633789, 30.0, -2.1608545780181885]"
56.200,1779427932032085801,"[-17.92845344543457, -27.70506477355957, 30.0, -2.2024593353271484]"
56.220,1779427932052103804,"[-17.92845344543457, -27.70506477355957, 30.0, -2.080706834793091]"
56.240,1779427932072081266,"[-18.019062042236328, -27.64621925354004, 30.0, -0.6931430101394653]"
56.260,1779427932091940605,"[-18.056777954101562, -27.621599197387695, 30.0, -0.6413047313690186]"
56.280,1779427932111857109,"[-18.07623863220215, -27.608867645263672, 30.0, -0.6617687940597534]"
56.300,1779427932132092401,"[-18.015413284301758, -27.648595809936523, 30.0, -0.5104878544807434]"
56.321,1779427932153155725,"[-18.030153274536133, -27.638986587524414, 30.0, -0.46147358417510986]"
56.340,1779427932172060366,"[-18.045089721679688, -27.629236221313477, 30.0, -0.41251352429389954]"
56.360,1779427932192074161,"[-18.045089721679688, -27.629236221313477, 30.0, -0.5124279856681824]"
56.380,1779427932212090998,"[-18.005268096923828, -27.65520477294922, 30.0, -0.47572749853134155]"
56.400,1779427932231951794,"[-18.00790023803711, -27.65349006652832, 30.0, -0.4379870891571045]"
56.420,1779427932252268460,"[-18.009235382080078, -27.652620315551758, 30.0, -0.45899122953414917]"
56.440,1779427932272010842,"[-17.845903396606445, -27.758310317993164, 30.0, -1.686794400215149]"
56.460,1779427932292062386,"[-17.81354522705078, -27.779085159301758, 30.0, -1.7320764064788818]"
56.480,1779427932311984432,"[-17.79676628112793, -27.789838790893555, 30.0, -1.7080479860305786]"
56.500,1779427932332013519,"[-17.872262954711914, -27.741344451904297, 30.0, -1.6113646030426025]"
56.520,1779427932352314435,"[-17.866012573242188, -27.745370864868164, 30.0, -1.6383273601531982]"
56.540,1779427932372318730,"[-17.85968780517578, -27.74944305419922, 30.0, -1.6658329963684082]"
56.560,1779427932392076861,"[-17.85968780517578, -27.74944305419922, 30.0, -1.5989629030227661]"
56.580,1779427932412202488,"[-17.956575393676758, -27.686845779418945, 30.0, 0.12735210359096527]"
56.600,1779427932432079618,"[-17.971200942993164, -27.677352905273438, 30.0, 0.18860027194023132]"
56.620,1779427932452009539,"[-17.975954055786133, -27.674266815185547, 30.0, 0.08941446244716644]"
56.640,1779427932472005084,"[-17.974063873291016, -27.675495147705078, 30.0, 1.9389588832855225]"
56.660,1779427932492272459,"[-17.984336853027344, -27.668821334838867, 30.0, 1.5511671304702759]"
56.680,1779427932512157172,"[-17.989513397216797, -27.665454864501953, 30.0, 1.2409336566925049]"
56.700,1779427932532117134,"[-17.989513397216797, -27.665454864501953, 30.0, 0.9927469491958618]"
56.720,1779427932552173345,"[-17.873701095581055, -27.740419387817383, 30.0, 0.7941975593566895]"
56.740,1779427932572090432,"[-17.733125686645508, -27.554489135742188, 30.0, 0.6353580355644226]"
56.760,1779427932592035811,"[-17.85891342163086, -27.749940872192383, 30.0, 0.5082864165306091]"
56.780,1779427932611909733,"[-17.57349967956543, -27.096569061279297, 30.0, 0.40662914514541626]"
56.800,1779427932632050818,"[-17.342775344848633, -26.721141815185547, 30.0, 0.325303316116333]"
56.820,1779427932651940198,"[-17.965702056884766, -27.680923461914062, 30.0, 0.26024264097213745]"
56.840,1779427932672078658,"[-17.69361114501953, -26.585569381713867, 30.0, 0.20819412171840668]"
56.860,1779427932692019662,"[-17.54964256286621, -26.219392776489258, 30.0, 0.16655530035495758]"
56.880,1779427932711887167,"[-17.85783576965332, -26.601652145385742, 30.0, 0.13324423134326935]"
56.900,1779427932732028251,"[-17.34648323059082, -25.930957794189453, 30.0, 0.10659538954496384]"
56.920,1779427932752023213,"[-17.176755905151367, -25.58863067626953, 30.0, 0.08527631312608719]"
56.940,1779427932771927176,"[-16.984508514404297, -25.212339401245117, 30.0, 0.06822104752063751]"
56.960,1779427932792045220,"[-17.69585418701172, -26.26828384399414, 30.0, 0.05457684025168419]"
56.980,1779427932811953557,"[-16.151779174804688, -24.14592933654785, 30.0, 0.04366147145628929]"
57.000,1779427932832173975,"[-15.94798469543457, -23.81452751159668, 30.0, 0.03492917865514755]"
57.020,1779427932851920731,"[-16.205589294433594, -24.185359954833984, 30.0, 0.027943342924118042]"
57.040,1779427932872012525,"[-14.63720989227295, -22.281082153320312, 30.0, 0.022354673594236374]"
57.060,1779427932891874488,"[-14.337148666381836, -21.89341926574707, 30.0, 0.01788373850286007]"
57.080,1779427932912035698,"[-14.585343360900879, -22.3084659576416, 30.0, 0.0143069913610816]"
57.100,1779427932931917203,"[-15.292939186096191, -23.3907413482666, 30.0, 0.01144559308886528]"
57.120,1779427932952204702,"[-12.873794555664062, -20.03443145751953, 30.0, 0.00915647391229868]"
57.140,1779427932972072499,"[-12.597606658935547, -19.708051681518555, 30.0, -1.5374622344970703]"
57.160,1779427932992266375,"[-12.732913970947266, -19.763036727905273, 30.0, -1.6523147821426392]"
57.180,1779427933012050173,"[-12.487781524658203, -19.429241180419922, 30.0, -1.680246114730835]"
57.200,1779427933031847095,"[-12.21654987335205, -19.055286407470703, 30.0, -1.7214539051055908]"
57.220,1779427933051857223,"[-11.944723129272461, -18.407896041870117, 30.0, -1.935533046722412]"
57.240,1779427933072138890,"[-11.718587875366211, -18.042478561401367, 30.0, -1.9952505826950073]"
57.260,1779427933092167976,"[-11.460190773010254, -17.62713623046875, 30.0, -2.0664374828338623]"
57.280,1779427933111983565,"[-11.700675964355469, -17.987770080566406, 30.0, -2.007335662841797]"
57.300,1779427933131787779,"[-10.807280540466309, -16.335702896118164, 30.0, -0.9573025703430176]"
57.320,1779427933152073821,"[-10.560585021972656, -15.89145565032959, 30.0, -0.9581841230392456]"
57.340,1779427933172068782,"[-10.308749198913574, -15.440524101257324, 30.0, -0.9604617953300476]"
57.360,1779427933191880871,"[-11.097339630126953, -16.621681213378906, 30.0, -0.9400509595870972]"
57.380,1779427933212046748,"[-9.680254936218262, -14.558340072631836, 30.0, -0.97414231300354]"
57.400,1779427933232069709,"[-9.4469575881958, -14.172163009643555, 30.0, -0.9783893823623657]"
57.420,1779427933251849715,"[-9.703897476196289, -14.538570404052734, 30.0, -0.9716801047325134]"
57.440,1779427933272013550,"[-10.406994819641113, -15.591964721679688, 30.0, -0.9548177719116211]"
57.460,1779427933291811639,"[-8.973360061645508, -13.718550682067871, 30.0, -1.0029925107955933]"
57.480,1779427933311895849,"[-9.20358657836914, -14.084903717041016, 30.0, -0.9964665174484253]"
57.500,1779427933331910353,"[-9.835856437683105, -15.052510261535645, 30.0, -0.9795905947685242]"
57.520,1779427933352123478,"[-8.574685096740723, -13.581034660339355, 30.0, -1.1461694240570068]"
57.540,1779427933371958609,"[-8.767765998840332, -13.941622734069824, 30.0, -1.1341525316238403]"
57.560,1779427933391900779,"[-8.421354293823242, -13.507978439331055, 30.0, -1.145586371421814]"
57.580,1779427933411933782,"[-8.221871376037598, -13.290328979492188, 30.0, -1.1550978422164917]"
57.600,1779427933431937035,"[-8.014083862304688, -13.059038162231445, 30.0, -1.1653193235397339]"
57.620,1779427933451935497,"[-8.541857719421387, -13.919052124023438, 30.0, -1.1363866329193115]"
57.640,1779427933471777919,"[-7.884097576141357, -12.811491012573242, 30.0, -0.9432889223098755]"
57.660,1779427933492036253,"[-7.70352840423584, -12.580608367919922, 30.0, -0.9421271085739136]"
57.680,1779427933512184337,"[-7.854284763336182, -12.859684944152832, 30.0, -0.9435075521469116]"
57.700,1779427933532098508,"[-8.288996696472168, -13.571432113647461, 30.0, -0.9470813274383545]"
57.720,1779427933552233177,"[-6.843904495239258, -11.25910472869873, 30.0, -0.7721758484840393]"
57.740,1779427933571926850,"[-6.686887264251709, -11.046304702758789, 30.0, -0.7653852701187134]"
57.760,1779427933591895271,"[-7.203756809234619, -11.900139808654785, 30.0, -0.7905467748641968]"
57.780,1779427933611883233,"[-5.959935665130615, -10.02422046661377, 30.0, -0.47117534279823303]"
57.800,1779427933632334355,"[-5.763995170593262, -9.761518478393555, 30.0, -0.4493975341320038]"
57.820,1779427933651908739,"[-6.302182197570801, -10.672956466674805, 30.0, -0.509514331817627]"
57.840,1779427933672066157,"[-4.995494365692139, -8.428888320922852, 30.0, -0.30065539479255676]"
57.860,1779427933691878246,"[-4.812922954559326, -8.151931762695312, 30.0, -0.27437278628349304]"
57.880,1779427933711924249,"[-5.002942085266113, -8.490957260131836, 30.0, -0.2955262362957001]"
57.900,1779427933731856795,"[-4.194528579711914, -7.300606727600098, 30.0, -0.09167567640542984]"
57.920,1779427933752128545,"[-3.9721250534057617, -6.977673530578613, 30.0, 1.3931963443756104]"
57.940,1779427933772140423,"[-4.15557336807251, -7.334488868713379, 30.0, 1.114557147026062]"
57.960,1779427933792142676,"[-3.9286742210388184, -7.02787446975708, 30.0, 0.8916456699371338]"
57.980,1779427933812080472,"[-3.7500734329223633, -6.77786922454834, 30.0, 0.7133165597915649]"
58.000,1779427933832023517,"[-3.5551908016204834, -6.498073577880859, 30.0, 0.5706532597541809]"
58.020,1779427933851961897,"[-4.0395355224609375, -7.383345127105713, 30.0, 0.4565225839614868]"
58.040,1779427933872038816,"[-3.316455125808716, -6.133765697479248, 30.0, -2.077244520187378]"
58.060,1779427933891967861,"[-3.1507227420806885, -5.889464855194092, 30.0, -2.013167142868042]"
58.080,1779427933911919949,"[-3.2828447818756104, -6.171479225158691, 30.0, -1.882216215133667]"
58.100,1779427933931955160,"[-3.8194141387939453, -7.007258415222168, 30.0, -2.0018727779388428]"
58.121,1779427933952909985,"[-3.725412607192993, -6.852793216705322, 30.0, -1.9958785772323608]"
58.140,1779427933972122998,"[-3.8271193504333496, -7.049230098724365, 30.0, -1.9098678827285767]"
58.160,1779427933991919045,"[-3.8302152156829834, -7.0707926750183105, 30.0, -0.6908365488052368]"
58.180,1779427934012040297,"[-3.7498135566711426, -6.93934440612793, 29.153745651245117, -0.6103737354278564]"
58.200,1779427934032005801,"[-3.656442165374756, -6.7842512130737305, 30.0, -0.5373509526252747]"
58.220,1779427934051817890,"[-3.485844135284424, -6.794872760772705, 28.61250877380371, -0.6047256588935852]"
58.240,1779427934072004474,"[-3.3752822875976562, -6.674119472503662, 29.89000701904297, -0.5601991415023804]"
58.260,1779427934092053102,"[-3.2587730884552, -6.541903972625732, 27.912960052490234, -0.5195543766021729]"
58.280,1779427934111855858,"[-3.3082828521728516, -6.694169521331787, 29.130367279052734, -0.5150390863418579]"
58.300,1779427934132342563,"[-3.5075480937957764, -7.097374439239502, 27.117815017700195, -0.5425662398338318]"
58.320,1779427934152184694,"[-2.2674155235290527, -4.958590030670166, 28.294252395629883, -0.6242499947547913]"
58.340,1779427934171993574,"[-2.1458094120025635, -4.8226318359375, 26.231273651123047, -0.6030147075653076]"
58.360,1779427934191973661,"[-1.9843883514404297, -4.355873107910156, 24.389869689941406, -0.5361555218696594]"
58.380,1779427934212046497,"[-1.8839970827102661, -4.207934856414795, 25.711894989013672, -0.5173139572143555]"
58.400,1779427934232033584,"[-1.7629741430282593, -4.015252590179443, 23.772624969482422, -0.49810904264450073]"
58.420,1779427934251813590,"[-1.8487392663955688, -4.251927375793457, 22.01045036315918, -0.5012949705123901]"
58.440,1779427934271898092,"[-2.0345804691314697, -4.811418533325195, 23.40835952758789, 1.285699725151062]"
58.460,1779427934291998344,"[-1.932411551475525, -4.671992301940918, 21.53046417236328, 1.0285598039627075]"
58.480,1779427934312080221,"[-1.9726941585540771, -4.825201988220215, 22.824371337890625, 0.822847843170166]"
58.500,1779427934331828436,"[-1.7236037254333496, -4.560432434082031, 20.855220794677734, 0.6582782864570618]"
58.520,1779427934352239309,"[-1.6172441244125366, -4.443208694458008, 22.084177017211914, 0.5266225934028625]"
58.540,1779427934372054607,"[-1.6338810920715332, -4.58400821685791, 20.070188522338867, 0.421298086643219]"
58.560,1779427934392011361,"[-1.480416178703308, -4.55517578125, 21.25615119934082, 0.33703848719596863]"
58.580,1779427934412028655,"[-1.3711360692977905, -4.462883472442627, 19.20219612121582, 0.2696307897567749]"
58.600,1779427934431970659,"[-1.2676267623901367, -4.381755352020264, 20.361757278442383, 0.21570461988449097]"
58.620,1779427934452012871,"[-1.374545693397522, -4.75133752822876, 18.292339324951172, 0.17256370186805725]"
58.640,1779427934472251663,"[-1.5382643938064575, -4.982377052307129, 16.43065071105957, 0.13805095851421356]"
58.660,1779427934491943878,"[-1.474838376045227, -4.912339210510254, 17.74452018737793, 1.7651199102401733]"
58.680,1779427934511978214,"[-1.4797797203063965, -4.999490737915039, 18.795616149902344, 1.6605747938156128]"
58.700,1779427934532114924,"[-1.4016788005828857, -4.77394962310791, 16.637126922607422, 1.612963318824768]"
58.721,1779427934552823877,"[-1.3512266874313354, -4.710618495941162, 14.707444190979004, 1.6483021974563599]"
58.740,1779427934571991099,"[-1.2987196445465088, -4.6413068771362305, 15.96595573425293, 1.694374918937683]"
58.760,1779427934591904395,"[-1.3631436824798584, -4.871542930603027, 13.96954345703125, 1.5166345834732056]"
58.780,1779427934611874274,"[-1.4146829843521118, -5.055731773376465, 15.175634384155273, 1.3744423389434814]"
58.800,1779427934631997567,"[-1.017492413520813, -4.224205017089844, 13.14361572265625, 1.5679868459701538]"
58.820,1779427934651972988,"[-1.0815328359603882, -4.4900736808776855, 14.314892768859863, 1.4360319375991821]"
58.840,1779427934672020449,"[-1.1012707948684692, -4.367184638977051, 15.251914024353027, 1.535752534866333]"
58.860,1779427934691982744,"[-1.0700979232788086, -4.322099208831787, 12.998689651489258, 1.5729460716247559]"
58.880,1779427934711790750,"[-1.079925298690796, -4.403131484985352, 13.99895191192627, 1.5377901792526245]"
58.900,1779427934731954293,"[-0.8070918321609497, -3.806668281555176, 14.799161911010742, 1.5076308250427246]"
58.920,1779427934752229834,"[-0.7535179853439331, -3.7406020164489746, 12.444034576416016, 1.5394701957702637]"
58.940,1779427934772016257,"[-0.7513893842697144, -3.83481502532959, 10.351128578186035, 1.5145370960235596]"
58.960,1779427934792101343,"[-0.7976356744766235, -4.070838928222656, 11.480902671813965, 1.438249111175537]"
58.980,1779427934812602048,"[-0.7127187252044678, -3.7982311248779297, 12.384721755981445, 1.63168203830719]"
59.000,1779427934831836561,"[-0.6715421080589294, -3.7420594692230225, 10.080142974853516, 1.6622098684310913]"
59.020,1779427934852048520,"[-0.7100927233695984, -3.956876754760742, 11.064114570617676, 1.580909013748169]"
59.040,1779427934872091898,"[-0.7409332394599915, -4.128730297088623, 11.85129165649414, 1.5158683061599731]"
