t_rel_s,ts_ns,values
37.420,1779427913252261931,"[-0.2109590619802475, -1.151004433631897, 20.0, -0.0]"
37.440,1779427913272223935,"[-0.17836496233940125, -1.126288890838623, 20.0, -0.0]"
37.460,1779427913292358020,"[-0.1621038317680359, -1.023607611656189, 20.0, -0.0]"
37.480,1779427913312133360,"[-0.1409902274608612, -1.0262130498886108, 20.0, -0.0]"
37.500,1779427913332244986,"[-0.1227017194032669, -1.0207606554031372, 20.0, -0.0]"
37.520,1779427913352435654,"[-0.11028556525707245, -0.9849616885185242, 20.0, -0.0]"
37.540,1779427913372147703,"[0.006825707852840424, -0.35914358496665955, 20.0, -0.0]"
37.560,1779427913392328162,"[0.02207045443356037, -0.3368181586265564, 20.0, -0.0]"
37.580,1779427913412162709,"[0.030764633789658546, -0.34369054436683655, 20.0, -0.0]"
37.600,1779427913432143088,"[-0.0, -0.0, 20.0, -0.0]"
37.620,1779427913452215048,"[-0.0, -0.0, 20.0, -0.0]"
37.640,1779427913472170636,"[-0.0, -0.0, 20.0, -0.0]"
37.660,1779427913492623508,"[-0.0, -0.0, 20.0, -0.0]"
37.680,1779427913512056435,"[-0.0, -0.0, 20.0, -0.0]"
37.700,1779427913532295519,"[-0.0, -0.0, 20.0, -0.0]"
37.720,1779427913552394604,"[-0.0, -0.0, 20.0, -0.0]"
37.740,1779427913572108111,"[-1.3847606182098389, -1.3070027828216553, 20.0, -0.0]"
37.760,1779427913592218863,"[-1.3626511096954346, -1.2182568311691284, 20.0, -0.0]"
37.780,1779427913612255824,"[-1.2704092264175415, -1.1090248823165894, 20.0, -0.0]"
37.800,1779427913632158037,"[-0.5949898958206177, -0.9368194341659546, 20.0, -0.0]"
37.820,1779427913652279289,"[-0.5377103686332703, -0.9127092361450195, 20.0, -0.0]"
37.840,1779427913672318000,"[-0.49163055419921875, -0.8980117440223694, 20.0, -0.0]"
37.860,1779427913692292546,"[-0.45305076241493225, -0.8275419473648071, 20.0, -0.0]"
37.880,1779427913712135259,"[-0.422186940908432, -0.7711661458015442, 20.0, -0.0]"
37.900,1779427913732248053,"[-0.10006889700889587, -0.8948392868041992, 20.0, -0.0]"
37.920,1779427913752543428,"[-0.09434406459331512, -0.8436464667320251, 20.0, -0.0]"
37.940,1779427913772245268,"[0.1099054291844368, -1.1604909896850586, 20.0, -0.0]"
37.960,1779427913792237313,"[0.1910884976387024, -1.2158105373382568, 20.0, -0.0]"
37.980,1779427913812202817,"[0.22294242680072784, -1.1987171173095703, 20.0, -0.0]"
38.000,1779427913832192820,"[0.3509943187236786, -0.9055216312408447, 20.0, -0.0]"
38.020,1779427913852218698,"[0.44186636805534363, -0.943603515625, 20.0, -0.0]"
38.040,1779427913872237868,"[0.5371050238609314, -0.9805129766464233, 20.0, -0.0]"
38.060,1779427913892307787,"[0.5094624161720276, -0.9300499558448792, 20.0, -0.0]"
38.080,1779427913912286124,"[0.08712194114923477, -0.2717284858226776, 20.0, -0.0]"
38.100,1779427913932254253,"[0.09508434683084488, -0.2819213271141052, 20.0, -0.0]"
38.120,1779427913952492753,"[0.1148313358426094, -0.3404703736305237, 20.0, -0.0]"
38.140,1779427913972156094,"[0.040084946900606155, -0.22908517718315125, 20.0, -0.0]"
38.160,1779427913992284054,"[0.034205447882413864, -0.22963650524616241, 20.0, -0.0]"
38.180,1779427914012342640,"[0.03509371727705002, -0.259111613035202, 20.0, -0.0]"
38.200,1779427914032308435,"[-0.07279226928949356, -0.19297121465206146, 20.0, -0.0]"
38.220,1779427914052295230,"[-0.1308603584766388, -0.24575860798358917, 20.0, -0.0]"
38.240,1779427914072278817,"[-0.2099512368440628, -0.29842257499694824, 20.0, -0.0]"
38.260,1779427914092701940,"[-0.22704662382602692, -0.32272177934646606, 20.0, -0.0]"
38.280,1779427914112241908,"[-0.7259234189987183, -0.6256494522094727, 20.0, -0.0]"
38.300,1779427914132255827,"[-0.879191517829895, -0.6383951306343079, 20.0, -0.0]"
38.320,1779427914152429287,"[-0.8198344707489014, -0.5952950119972229, 20.0, -0.0]"
38.340,1779427914171982962,"[-0.703914999961853, -0.6386666893959045, 20.0, -0.0]"
38.360,1779427914192156714,"[-0.7725843191146851, -0.6577194333076477, 20.0, -0.0]"
38.380,1779427914212283507,"[-0.7845234870910645, -0.6482299566268921, 20.0, -0.0]"
38.400,1779427914232183678,"[-0.351596474647522, -0.7666174173355103, 20.0, -0.0]"
38.420,1779427914252367929,"[-0.330461710691452, -0.8350722193717957, 20.0, -0.0]"
38.440,1779427914272227851,"[-0.31320929527282715, -0.8558237552642822, 20.0, -0.0]"
38.460,1779427914292285812,"[0.1378791779279709, -0.6938929557800293, 20.0, -0.0]"
38.480,1779427914312350773,"[0.28415605425834656, -0.8312496542930603, 20.0, -0.0]"
38.500,1779427914332259402,"[0.45966413617134094, -0.9629486799240112, 20.0, -0.0]"
38.520,1779427914352506069,"[0.43869590759277344, -0.9190224409103394, 20.0, -0.0]"
38.540,1779427914372068495,"[0.3352634906768799, -0.5300295948982239, 20.0, -0.0]"
38.560,1779427914392263829,"[0.466123104095459, -0.6072025299072266, 20.0, -0.0]"
38.580,1779427914412180917,"[0.5341500043869019, -0.6376087069511414, 20.0, -0.0]"
38.600,1779427914432265710,"[0.20116491615772247, -0.32871726155281067, 20.0, -0.0]"
38.620,1779427914452215173,"[0.24098627269268036, -0.36077553033828735, 20.0, -0.0]"
38.640,1779427914472153552,"[0.27232491970062256, -0.3906118869781494, 20.0, -0.0]"
38.660,1779427914492214138,"[0.004528871271759272, -0.09754646569490433, 20.0, -0.0]"
38.680,1779427914512051018,"[-0.008934061974287033, -0.14864109456539154, 20.0, -0.0]"
38.700,1779427914532272894,"[-0.03584490716457367, -0.20622560381889343, 20.0, -0.0]"
38.720,1779427914552585476,"[-0.0616961307823658, -0.2654453217983246, 20.0, -0.0]"
38.740,1779427914572270692,"[-0.3843227028846741, -0.3111477792263031, 20.0, -0.0]"
38.760,1779427914592165905,"[-0.6225088238716125, -0.37205439805984497, 20.0, -0.0]"
38.780,1779427914612326240,"[-0.7397609949111938, -0.3817285895347595, 20.0, -0.0]"
38.800,1779427914632140079,"[-0.7100875973701477, -0.3664166331291199, 20.0, -0.0]"
38.820,1779427914652303913,"[-0.3279609680175781, -0.2066483050584793, 20.0, -0.0]"
38.840,1779427914672165585,"[-0.4376623332500458, -0.23638269305229187, 20.0, -0.0]"
38.860,1779427914692345461,"[-0.4517003297805786, -0.24396464228630066, 20.0, -0.0]"
38.880,1779427914712096592,"[-0.0, -0.0, 20.0, -0.0]"
38.900,1779427914732226886,"[-0.0, -0.0, 20.0, -0.0]"
38.920,1779427914752276972,"[-0.0, -0.0, 20.0, -0.0]"
38.940,1779427914772029853,"[-0.0550527349114418, -1.2940046787261963, 20.0, -0.0]"
38.960,1779427914792293437,"[0.04653781279921532, -1.3190878629684448, 20.0, -0.0]"
38.980,1779427914812350814,"[0.08904903382062912, -1.2683930397033691, 20.0, -0.0]"
39.000,1779427914832151820,"[0.14425380527973175, -1.556796669960022, 20.0, -0.0]"
39.020,1779427914852106241,"[0.21381817758083344, -1.6060359477996826, 20.0, -0.0]"
39.040,1779427914872295450,"[0.2789039611816406, -1.6572245359420776, 20.0, -0.0]"
39.060,1779427914892281370,"[0.2530551254749298, -1.5036330223083496, 20.0, -0.0]"
39.080,1779427914912132250,"[0.09983061254024506, -1.1645402908325195, 20.0, -0.0]"
39.100,1779427914932347126,"[0.11620127409696579, -1.1969478130340576, 20.0, -0.0]"
39.120,1779427914952349962,"[0.10966985672712326, -1.1296700239181519, 20.0, -0.0]"
39.140,1779427914972432131,"[0.006305044982582331, -0.1727648377418518, 20.0, -0.0]"
39.160,1779427914992192304,"[0.004768990445882082, -0.1511187106370926, 20.0, -0.0]"
39.181,1779427915013061089,"[0.005223005078732967, -0.18108779191970825, 20.0, -0.0]"
39.200,1779427915032139062,"[0.0, -0.0, 20.0, -0.0]"
39.220,1779427915052224731,"[0.0, -0.0, 20.0, -0.0]"
39.240,1779427915072437273,"[0.0, -0.0, 20.0, -0.0]"
39.261,1779427915093352432,"[-0.0, -0.0, 20.0, -0.0]"
39.280,1779427915112185116,"[-0.0, -0.0, 20.0, -0.0]"
39.300,1779427915132389492,"[-0.0, -0.0, 20.0, -0.0]"
39.320,1779427915152543410,"[-0.0, -0.0, 20.0, -0.0]"
39.340,1779427915172313791,"[-0.941204309463501, -0.9461410045623779, 20.0, -0.0]"
39.360,1779427915192235254,"[-0.9292880892753601, -0.8421772122383118, 20.0, -0.0]"
39.380,1779427915212131967,"[-0.8711546063423157, -0.7526856064796448, 20.0, -0.0]"
39.400,1779427915232181469,"[-0.6387429237365723, -1.0499390363693237, 20.0, -0.0]"
39.420,1779427915252283180,"[-0.6100342869758606, -1.034825325012207, 20.0, -0.0]"
39.440,1779427915272209892,"[-0.5692330002784729, -0.9796727895736694, 20.0, -0.0]"
39.460,1779427915292201937,"[-0.41797587275505066, -1.4230015277862549, 20.0, -0.0]"
39.480,1779427915312243565,"[-0.3695273995399475, -1.4772779941558838, 20.0, -0.0]"
39.500,1779427915332232402,"[-0.3268831670284271, -1.5361860990524292, 20.0, -0.0]"
39.520,1779427915352498902,"[-0.06400346010923386, -0.7424499988555908, 20.0, -0.0]"
39.540,1779427915372131618,"[-0.01809351146221161, -0.7439537644386292, 20.0, -0.0]"
39.560,1779427915392342536,"[0.026702987030148506, -0.7520353198051453, 20.0, -0.0]"
39.580,1779427915412157833,"[0.04832732304930687, -0.7501204013824463, 20.0, -0.0]"
39.600,1779427915432168461,"[0.0820932611823082, -0.5167978405952454, 20.0, -0.0]"
39.620,1779427915452172464,"[0.11876828223466873, -0.5256766676902771, 20.0, -0.0]"
39.640,1779427915472410673,"[0.1581016182899475, -0.5374017953872681, 20.0, -0.0]"
39.660,1779427915492673381,"[0.16143865883350372, -0.5487447381019592, 20.0, -0.0]"
39.680,1779427915512199932,"[-0.014915195293724537, -0.341503381729126, 20.0, -0.0]"
39.700,1779427915532225019,"[-0.021438544616103172, -0.3381568491458893, 20.0, -0.0]"
39.721,1779427915553396132,"[-0.02396140806376934, -0.3779507577419281, 20.0, -0.0]"
39.740,1779427915572168651,"[-0.0, -0.0, 20.0, -0.0]"
39.760,1779427915592265695,"[-0.0, -0.0, 20.0, -0.0]"
39.780,1779427915612133783,"[-0.0, -0.0, 20.0, -0.0]"
39.800,1779427915632318326,"[-0.0, -0.0, 20.0, -0.0]"
39.820,1779427915652065665,"[-1.5911239385604858, -1.1548434495925903, 20.0, -0.0]"
39.840,1779427915672241458,"[-1.5061931610107422, -1.0239531993865967, 20.0, -0.0]"
39.860,1779427915692251503,"[-1.3313931226730347, -0.9051191806793213, 20.0, -0.0]"
39.880,1779427915712164091,"[-0.0, -0.0, 20.0, -0.0]"
39.900,1779427915732173052,"[-0.0, -0.0, 20.0, -0.0]"
39.921,1779427915753278084,"[-0.0, -0.0, 20.0, -0.0]"
39.940,1779427915772302099,"[0.0, -0.0, 20.0, -0.0]"
39.960,1779427915792286269,"[0.0, -0.0, 20.0, -0.0]"
39.980,1779427915812095442,"[0.0, -0.0, 20.0, -0.0]"
40.000,1779427915832454691,"[0.35605838894844055, -2.2071456909179688, 20.0, -0.0]"
40.020,1779427915852197364,"[0.43281427025794983, -2.124572277069092, 20.0, -0.0]"
40.040,1779427915872224117,"[0.49709463119506836, -2.0711958408355713, 20.0, -0.0]"
40.060,1779427915892306286,"[0.4381781816482544, -1.8257144689559937, 20.0, -0.0]"
40.080,1779427915912241456,"[-0.10209667682647705, -1.684468388557434, 20.0, -0.0]"
40.100,1779427915932245751,"[-0.11523938179016113, -1.638261079788208, 20.0, -0.0]"
40.120,1779427915952471710,"[-0.11289364099502563, -1.5329798460006714, 20.0, -0.0]"
40.140,1779427915972229550,"[-0.18886521458625793, -0.8896765112876892, 20.0, -0.0]"
40.160,1779427915992197095,"[-0.21592333912849426, -0.8727340698242188, 20.0, -0.0]"
40.180,1779427916012320972,"[-0.21010784804821014, -0.84922856092453, 17.011445999145508, -0.0]"
40.200,1779427916032096312,"[-0.04654908925294876, -0.06240817531943321, 20.422672271728516, -0.0]"
40.220,1779427916052351145,"[-0.07792877405881882, -0.07944019883871078, 20.338138580322266, -0.0]"
40.240,1779427916072252483,"[-0.13551799952983856, -0.10387282818555832, 20.270509719848633, -0.0]"
40.260,1779427916092573816,"[-0.19279515743255615, -0.1477750539779663, 20.216407775878906, -0.0]"
40.280,1779427916112151991,"[-0.0, -0.0, 20.173126220703125, -0.0]"
40.300,1779427916132241160,"[-0.0, -0.0, 20.13850212097168, -0.0]"
40.320,1779427916152390411,"[-0.0, -0.0, 20.110801696777344, -0.0]"
40.340,1779427916172123168,"[-0.0, -0.0, 20.088640213012695, -0.0]"
40.360,1779427916192343293,"[-0.0, -0.0, 20.070913314819336, -0.0]"
40.380,1779427916212268839,"[-0.0, -0.0, 20.056730270385742, -0.0]"
40.400,1779427916232259718,"[-0.0, -0.0, 20.04538345336914, -0.0]"
40.420,1779427916252015807,"[-0.9481111764907837, -1.1574029922485352, 20.036306381225586, -0.0]"
40.440,1779427916272315557,"[-0.8194083571434021, -1.1109542846679688, 20.02904510498047, -0.0]"
40.461,1779427916292809554,"[-0.7199119925498962, -0.9760569930076599, 20.023237228393555, -0.0]"
40.480,1779427916312157899,"[-0.30699577927589417, -1.2472832202911377, 20.01858901977539, -0.0]"
40.500,1779427916332169485,"[-0.21793347597122192, -1.2675718069076538, 20.01487159729004, -0.0]"
40.520,1779427916352625858,"[-0.19605231285095215, -1.1403039693832397, 20.011898040771484, -0.0]"
40.540,1779427916372165534,"[0.4379386007785797, -1.0934133529663086, 20.009517669677734, -0.0]"
40.560,1779427916392173037,"[0.5985816717147827, -1.155276894569397, 20.007614135742188, -0.0]"
40.580,1779427916412275914,"[0.5469398498535156, -1.0556069612503052, 20.006092071533203, -0.0]"
40.600,1779427916432144002,"[0.60076504945755, -1.2508939504623413, 20.004873275756836, -0.0]"
40.620,1779427916452208672,"[0.6946000456809998, -1.300129771232605, 20.00389862060547, -0.0]"
40.640,1779427916472236008,"[0.7102892398834229, -1.2703008651733398, 20.00311851501465, -0.0]"
40.660,1779427916492410342,"[-0.02294526994228363, -0.9494005441665649, 20.00249481201172, -0.0]"
40.680,1779427916512081266,"[-0.08641626685857773, -1.0100659132003784, 20.001995086669922, -0.0]"
40.700,1779427916532311309,"[-0.1540924608707428, -1.0704138278961182, 20.001596450805664, -0.0]"
40.721,1779427916552895138,"[-0.1475578248500824, -1.0250204801559448, 20.001277923583984, -0.0]"
40.740,1779427916572007819,"[-0.3277210295200348, -0.6635326743125916, 20.001022338867188, -0.0]"
40.760,1779427916592677689,"[-0.4369974434375763, -0.7198547124862671, 20.000818252563477, -0.0]"
40.780,1779427916612136866,"[-0.4333497881889343, -0.7138460278511047, 20.000654220581055, -0.0]"
40.800,1779427916632083995,"[-0.31971532106399536, -0.3427978754043579, 20.00052261352539, -0.0]"
40.820,1779427916652203788,"[-0.42126980423927307, -0.37312203645706177, 20.000417709350586, -0.0]"
40.840,1779427916672110376,"[-0.4867028295993805, -0.39271941781044006, 20.000335693359375, -0.0]"
40.860,1779427916692306002,"[-0.502439022064209, -0.40541693568229675, 20.000267028808594, -0.0]"
40.880,1779427916712088925,"[-0.0, -0.0, 20.000213623046875, -0.0]"
40.900,1779427916732168177,"[-0.0, -0.0, 20.000171661376953, -0.0]"
40.920,1779427916752212138,"[-0.0, -0.0, 20.000137329101562, -0.0]"
40.940,1779427916772090434,"[-0.0, -0.0, 20.000110626220703, -0.0]"
40.960,1779427916792129146,"[-0.0, -0.0, 20.00008773803711, -0.0]"
40.980,1779427916812127899,"[-0.0, -0.0, 20.000070571899414, -0.0]"
41.000,1779427916832156110,"[0.0, -0.0, 20.00005531311035, -0.0]"
41.020,1779427916852219904,"[0.0, -0.0, 20.000045776367188, -0.0]"
41.040,1779427916872322198,"[0.0, -0.0, 20.000036239624023, -0.0]"
41.060,1779427916892117371,"[0.3964829444885254, -1.7752472162246704, 20.000028610229492, -0.0]"
41.080,1779427916912045542,"[0.4553399682044983, -1.7083964347839355, 20.000022888183594, -0.0]"
41.100,1779427916932224834,"[0.5059208869934082, -1.6663771867752075, 20.000019073486328, -0.0]"
41.121,1779427916953520030,"[0.44549569487571716, -1.4673516750335693, 20.000015258789062, -0.0]"
41.140,1779427916972033343,"[-0.2214236855506897, -1.5126093626022339, 20.000011444091797, -0.0]"
41.160,1779427916992263677,"[-0.2654631733894348, -1.5115779638290405, 20.000009536743164, -0.0]"
41.180,1779427917012106099,"[-0.2730226218700409, -1.4436427354812622, 20.00000762939453, -0.0]"
41.200,1779427917032107477,"[-0.286114901304245, -1.1343486309051514, 20.0000057220459, -0.0]"
41.220,1779427917052114981,"[-0.321819007396698, -1.1406621932983398, 20.0000057220459, -0.0]"
41.240,1779427917072221358,"[-0.3284665644168854, -1.1080325841903687, 20.000003814697266, -0.0]"
41.261,1779427917092845145,"[-0.3088316023349762, -1.0417969226837158, 20.000003814697266, -0.0]"
41.280,1779427917112094908,"[-0.3011641204357147, -0.4522342383861542, 20.000001907348633, -0.0]"
41.300,1779427917132201868,"[-0.35557907819747925, -0.45990699529647827, 20.000001907348633, -0.0]"
41.320,1779427917152584158,"[-0.3672666549682617, -0.4750237464904785, 20.000001907348633, -0.0]"
41.340,1779427917172174583,"[-0.055544834583997726, -0.10073533654212952, 20.000001907348633, -0.0]"
41.360,1779427917192209794,"[-0.054406046867370605, -0.09363353997468948, 20.000001907348633, -0.0]"
41.380,1779427917212133174,"[-0.09456770867109299, -0.16275230050086975, 20.0, -0.0]"
41.400,1779427917232097927,"[-0.0, -0.0, 20.0, -0.0]"
41.420,1779427917252095806,"[-0.0, -0.0, 20.0, -0.0]"
41.440,1779427917272245932,"[-0.0, -0.0, 20.0, -0.0]"
41.460,1779427917292196853,"[0.0, -0.0, 20.0, -0.0]"
41.480,1779427917312079524,"[0.0, -0.0, 20.0, -0.0]"
41.500,1779427917332104527,"[0.0, -0.0, 20.0, -0.0]"
41.520,1779427917352243279,"[0.0, -0.0, 20.0, -0.0]"
41.540,1779427917372062659,"[0.38479435443878174, -1.332362174987793, 20.0, -0.0]"
41.560,1779427917392094662,"[0.40151235461235046, -1.2209049463272095, 20.0, -0.0]"
41.580,1779427917412253539,"[0.3837134540081024, -1.1043143272399902, 20.0, -0.0]"
41.600,1779427917432279417,"[0.34115806221961975, -0.9818413853645325, 20.0, -0.0]"
41.620,1779427917452202629,"[0.1712673008441925, -1.099729061126709, 20.0, -0.0]"
41.640,1779427917472424505,"[0.15840944647789001, -1.030036211013794, 20.0, -0.0]"
41.660,1779427917492296676,"[0.14442259073257446, -0.9390885233879089, 20.0, -0.0]"
41.680,1779427917512150182,"[-0.1399860829114914, -0.9633553624153137, 20.0, -0.0]"
41.700,1779427917532271433,"[-0.15438222885131836, -0.9246983528137207, 20.0, -0.0]"
41.720,1779427917552185604,"[-0.18991145491600037, -1.3521695137023926, 20.0, -0.0]"
41.740,1779427917572276523,"[-0.2204148918390274, -1.382462978363037, 20.0, -0.0]"
41.760,1779427917592396608,"[-0.24970360100269318, -1.4144479036331177, 20.0, -0.0]"
41.780,1779427917612228822,"[-0.22931070625782013, -1.2989321947097778, 20.0, -0.0]"
41.800,1779427917632508155,"[-0.21299639344215393, -1.206519603729248, 20.0, -0.0]"
41.820,1779427917652144663,"[-0.3235580623149872, -0.613494873046875, 20.0, -0.0]"
41.840,1779427917672127667,"[-0.35312628746032715, -0.6270695328712463, 20.0, -0.0]"
41.860,1779427917692345167,"[-0.35370510816574097, -0.628097414970398, 20.0, -0.0]"
41.880,1779427917712254672,"[-0.07743025571107864, -0.08631061017513275, 20.0, -0.0]"
41.900,1779427917732235925,"[-0.11980237811803818, -0.11191770434379578, 20.0, -0.0]"
41.920,1779427917752195888,"[-0.17494958639144897, -0.1634354442358017, 20.0, -0.0]"
41.940,1779427917772046476,"[-0.0, -0.0, 20.0, -0.0]"
41.960,1779427917792144103,"[-0.0, -0.0, 20.0, -0.0]"
41.980,1779427917812285188,"[-0.0, -0.0, 20.0, -0.0]"
42.000,1779427917832222400,"[-0.1887340247631073, -1.201507329940796, 20.0, -0.0]"
42.020,1779427917852265487,"[-0.1453576236963272, -1.1521989107131958, 20.0, -0.0]"
42.040,1779427917872305948,"[-0.1205812320113182, -1.078644037246704, 20.0, -0.0]"
42.060,1779427917891966955,"[-0.2434181272983551, -1.0675736665725708, 20.0, -0.0]"
42.080,1779427917912206914,"[-0.23869243264198303, -1.046736717224121, 20.0, -0.0]"
42.100,1779427917932259625,"[-0.23600804805755615, -1.034860372543335, 20.0, -0.0]"
42.120,1779427917952519292,"[-0.21908041834831238, -0.9606351852416992, 20.0, -0.0]"
42.140,1779427917971993552,"[-0.1144111305475235, -0.8379446864128113, 20.0, -0.0]"
42.160,1779427917992052387,"[-0.10270138829946518, -0.837030827999115, 20.0, -0.0]"
42.180,1779427918012136306,"[-0.09844411909580231, -0.8023334741592407, 20.0, -0.0]"
42.200,1779427918032133893,"[-0.11251574754714966, -0.5711233019828796, 20.0, -0.0]"
42.220,1779427918052149271,"[-0.11352624744176865, -0.5616556406021118, 20.0, -0.0]"
42.240,1779427918072227065,"[-0.11480578035116196, -0.5605911016464233, 20.0, -0.0]"
42.260,1779427918092201027,"[-0.11614217609167099, -0.5671166777610779, 20.0, -0.0]"
42.280,1779427918112179947,"[-0.16417883336544037, -0.9578533172607422, 20.0, -0.0]"
42.300,1779427918132112785,"[-0.1592375487089157, -0.9349246621131897, 20.0, -0.0]"
42.320,1779427918152324744,"[-0.02911892533302307, -0.37734323740005493, 20.0, -0.0]"
42.340,1779427918172218790,"[-0.017554037272930145, -0.34402209520339966, 20.0, -0.0]"
42.360,1779427918192133836,"[-0.007406648714095354, -0.3155771791934967, 20.0, -0.0]"
42.380,1779427918212184797,"[-0.008425949141383171, -0.3590067923069, 20.0, -0.0]"
42.400,1779427918232127843,"[-0.0, -0.0, 20.0, -0.0]"
42.420,1779427918252217595,"[-0.0, -0.0, 20.0, -0.0]"
42.440,1779427918272055642,"[-0.0, -0.0, 20.0, -0.0]"
42.460,1779427918292176019,"[-0.0, -0.0, 20.0, -0.0]"
42.480,1779427918312000941,"[-0.0, -0.0, 20.0, -0.0]"
42.500,1779427918332279399,"[-0.0, -0.0, 20.0, -0.0]"
42.520,1779427918352630190,"[-0.0, -0.0, 20.0, -0.0]"
42.540,1779427918372149741,"[-0.0, -0.0, 20.0, -0.0]"
42.560,1779427918392156953,"[-0.0, -0.0, 20.0, -0.0]"
42.580,1779427918412135581,"[-0.0, -0.0, 20.0, -0.0]"
42.600,1779427918432132293,"[-0.0, -0.0, 20.0, -0.0]"
42.620,1779427918452151463,"[-0.0, -0.0, 20.0, -0.0]"
42.640,1779427918472301881,"[-0.0, -0.0, 20.0, -0.0]"
42.660,1779427918492385800,"[-0.0, -0.0, 16.99859046936035, -0.0]"
42.680,1779427918512263805,"[-0.0, -0.0, 20.399873733520508, -0.0]"
42.700,1779427918532191975,"[-0.8347074389457703, -1.4906237125396729, 20.31989860534668, -0.0]"
42.720,1779427918552655056,"[-0.7168851494789124, -1.2802162170410156, 20.255918502807617, -0.0]"
42.740,1779427918572017693,"[-0.8192709684371948, -2.294793128967285, 20.204734802246094, -0.0]"
42.760,1779427918592260568,"[-0.773785412311554, -2.252138614654541, 20.163787841796875, -0.0]"
42.780,1779427918612153156,"[-0.6779765486717224, -1.9732824563980103, 20.131031036376953, -0.0]"
42.800,1779427918632062077,"[0.0372425876557827, -1.871002435684204, 20.10482406616211, -0.0]"
42.820,1779427918652260036,"[0.12931206822395325, -1.881578803062439, 20.083860397338867, -0.0]"
42.840,1779427918672568536,"[0.1883874386548996, -1.8531955480575562, 20.067087173461914, -0.0]"
42.860,1779427918692403666,"[0.12820491194725037, -0.9816831946372986, 20.05367088317871, -0.0]"
42.880,1779427918712213130,"[0.1718187928199768, -0.9789674878120422, 20.042936325073242, -0.0]"
42.900,1779427918732433256,"[0.21637974679470062, -0.9816285371780396, 20.03434944152832, -0.0]"
42.920,1779427918752421509,"[0.006109721027314663, -0.5314704775810242, 20.02747917175293, -0.0]"
42.940,1779427918772118974,"[0.001213754410855472, -0.5038001537322998, 20.021984100341797, -0.0]"
42.960,1779427918792146311,"[-0.003421725006774068, -0.4787820875644684, 20.01758575439453, -0.0]"
42.980,1779427918812083232,"[-0.003706705290824175, -0.5186576843261719, 20.014068603515625, -0.0]"
43.000,1779427918832160734,"[-0.01503733266144991, -0.04623136669397354, 20.011255264282227, -0.0]"
43.020,1779427918852160946,"[-0.018013453111052513, -0.04195818677544594, 20.009004592895508, -0.0]"
43.040,1779427918872157949,"[-0.05432985723018646, -0.1265488713979721, 20.007204055786133, -0.0]"
43.060,1779427918892121703,"[-0.0, -0.0, 20.005762100219727, -0.0]"
43.080,1779427918912125998,"[-0.0, -0.0, 20.004610061645508, -0.0]"
43.100,1779427918932153626,"[-0.0, -0.0, 20.00368881225586, -0.0]"
43.120,1779427918952427709,"[-0.0, -0.0, 20.00295066833496, -0.0]"
43.140,1779427918972256714,"[-0.0, -0.0, 20.002361297607422, -0.0]"
43.160,1779427918992229218,"[-0.0, -0.0, 20.001888275146484, -0.0]"
43.180,1779427919012324512,"[-0.0, -0.0, 20.001510620117188, -0.0]"
43.200,1779427919032165767,"[-0.0, -0.0, 20.001209259033203, -0.0]"
43.220,1779427919052133896,"[-0.1603361815214157, -1.4844752550125122, 20.000967025756836, -0.0]"
43.240,1779427919072164440,"[-0.13905158638954163, -1.2874114513397217, 20.000774383544922, -0.0]"
43.260,1779427919092178652,"[0.33715808391571045, -2.0664985179901123, 20.00061798095703, -0.0]"
43.280,1779427919112045865,"[0.4249112904071808, -2.0542187690734863, 20.00049591064453, -0.0]"
43.300,1779427919132187242,"[0.43625757098197937, -1.932212471961975, 20.000396728515625, -0.0]"
43.320,1779427919152312868,"[0.20725074410438538, -1.5929027795791626, 20.000316619873047, -0.0]"
43.340,1779427919172057292,"[0.2253524661064148, -1.5907636880874634, 20.000253677368164, -0.0]"
43.360,1779427919192136544,"[0.2428561896085739, -1.596596360206604, 20.000202178955078, -0.0]"
43.380,1779427919212270629,"[0.22231915593147278, -1.4615808725357056, 20.00016212463379, -0.0]"
43.400,1779427919232113343,"[-0.0768422856926918, -0.6381174325942993, 20.00012969970703, -0.0]"
43.420,1779427919251963348,"[-0.10409755259752274, -0.6350672245025635, 20.000102996826172, -0.0]"
43.440,1779427919272049308,"[-0.10660477727651596, -0.650363028049469, 20.000083923339844, -0.0]"
43.460,1779427919292140227,"[-0.13261555135250092, -0.32624515891075134, 20.00006675720215, -0.0]"
43.480,1779427919312290937,"[-0.16745679080486298, -0.3313594162464142, 20.00005340576172, -0.0]"
43.500,1779427919332083193,"[-0.19903899729251862, -0.35650065541267395, 20.000041961669922, -0.0]"
43.520,1779427919352318193,"[-0.08024554699659348, -0.19959352910518646, 20.00003433227539, -0.0]"
43.540,1779427919372128532,"[-0.08507005870342255, -0.19045858085155487, 20.00002670288086, -0.0]"
43.560,1779427919392222368,"[-0.0897526741027832, -0.1805858463048935, 20.00002098083496, -0.0]"
43.580,1779427919411944041,"[-0.11696219444274902, -0.2353324443101883, 20.000017166137695, -0.0]"
43.600,1779427919432131209,"[-0.0, -0.0, 20.00001335144043, -0.0]"
43.620,1779427919452257127,"[-0.0, -0.0, 20.000011444091797, -0.0]"
43.640,1779427919472297297,"[-0.0, -0.0, 20.000009536743164, -0.0]"
43.660,1779427919492288467,"[-0.004207029473036528, -1.0083768367767334, 20.00000762939453, -0.0]"
43.680,1779427919512207888,"[0.05557331070303917, -0.9154035449028015, 20.0000057220459, -0.0]"
