t_rel_s,ts_ns,value
17.629,1779427893460770164,10
17.645,1779427893476826508,10
17.660,1779427893492672854,10
17.676,1779427893508527659,10
17.692,1779427893524292922,10
17.708,1779427893540315433,10
17.724,1779427893556377610,10
17.740,1779427893572497828,10
17.756,1779427893588096261,10
17.772,1779427893604013189,10
17.788,1779427893620140699,10
17.804,1779427893636159709,10
17.820,1779427893652096471,10
17.836,1779427893667966442,10
17.867,1779427893699044309,10
17.897,1779427893728822191,10
17.912,1779427893744554331,10
17.928,1779427893760609216,10
17.944,1779427893776585936,10
17.961,1779427893792768861,10
17.976,1779427893808369919,10
17.992,1779427893824403221,10
18.008,1779427893840367107,10
18.024,1779427893856288119,10
18.040,1779427893872681334,10
18.056,1779427893888478389,10
18.072,1779427893903950531,10
18.088,1779427893920315455,10
18.104,1779427893935953262,10
18.120,1779427893951962648,10
18.136,1779427893967855077,10
18.152,1779427893983858629,10
18.167,1779427893999724517,10
18.212,1779427894044609422,10
18.229,1779427894060779514,10
18.258,1779427894090693061,10
18.275,1779427894106899320,10
18.290,1779427894122698125,10
18.306,1779427894138556429,10
18.322,1779427894154520899,10
18.338,1779427894170476911,10
18.354,1779427894186479005,10
18.370,1779427894202477891,10
18.386,1779427894218324821,10
18.402,1779427894234465163,10
18.418,1779427894250129512,10
18.434,1779427894266231938,10
18.450,1779427894282095201,10
18.466,1779427894297810882,10
18.482,1779427894313858184,10
18.498,1779427894329889736,10
18.513,1779427894345644792,10
18.544,1779427894375882086,10
18.560,1779427894391965846,10
18.575,1779427894407619403,10
18.591,1779427894423612164,10
18.607,1779427894439410677,10
18.623,1779427894455549561,10
18.639,1779427894471663946,10
18.655,1779427894487526334,10
18.671,1779427894503363055,10
18.687,1779427894519215818,10
18.703,1779427894535191662,10
18.719,1779427894551705042,10
18.735,1779427894567040978,10
18.751,1779427894582997573,10
18.767,1779427894599004042,10
18.783,1779427894614862346,10
18.799,1779427894630848399,10
18.815,1779427894646774661,10
18.860,1779427894692195184,10
18.875,1779427894707545912,10
18.905,1779427894737741789,10
18.922,1779427894753858507,10
18.937,1779427894769591396,10
18.954,1779427894786014652,10
18.969,1779427894801578668,10
18.986,1779427894817862218,10
19.001,1779427894833335818,10
19.017,1779427894849371454,10
19.033,1779427894865272341,10
19.049,1779427894881301268,10
19.065,1779427894897143531,10
19.081,1779427894913027211,10
19.097,1779427894929169011,10
19.113,1779427894944862818,10
19.129,1779427894960859662,10
19.145,1779427894976921839,10
19.175,1779427895007698751,10
19.205,1779427895037745006,10
19.221,1779427895053741850,10
19.237,1779427895069701945,10
19.254,1779427895085916078,10
19.269,1779427895101683092,10
19.285,1779427895117394982,10
19.301,1779427895133466492,10
19.317,1779427895149265297,10
19.333,1779427895165377640,10
19.349,1779427895181293110,10
19.365,1779427895197081415,10
19.381,1779427895213082926,10
19.397,1779427895228966605,10
19.413,1779427895245017407,10
19.429,1779427895260932003,10
19.445,1779427895276770182,10
19.460,1779427895292733777,10
19.477,1779427895308783704,10
19.492,1779427895324575509,10
19.522,1779427895354761220,10
19.538,1779427895370645775,10
19.554,1779427895386553078,10
19.571,1779427895402830211,10
19.587,1779427895418944596,10
19.602,1779427895434655318,10
19.618,1779427895450445665,10
19.634,1779427895466502009,10
19.650,1779427895482420688,10
19.666,1779427895498267325,10
19.682,1779427895514172588,10
19.698,1779427895530192765,10
19.714,1779427895546298983,10
19.730,1779427895562324119,10
19.746,1779427895577873260,10
19.762,1779427895593892271,10
19.778,1779427895609838366,10
19.794,1779427895625895876,10
19.810,1779427895641805222,10
19.825,1779427895657487362,10
19.841,1779427895673329625,10
19.857,1779427895689563883,10
19.887,1779427895719715719,10
19.904,1779427895735856062,10
19.934,1779427895765869358,10
19.949,1779427895781664372,10
19.965,1779427895797715840,10
19.981,1779427895813518354,10
19.997,1779427895829528031,10
20.013,1779427895845620833,10
20.029,1779427895861365972,10
20.045,1779427895877451482,10
20.061,1779427895893266620,10
20.077,1779427895909114425,10
20.093,1779427895925202560,10
20.109,1779427895940924949,10
20.125,1779427895957072875,10
20.170,1779427896002744853,10
20.200,1779427896032690901,10
20.216,1779427896048601121,10
20.232,1779427896064651923,10
20.248,1779427896080624851,10
20.265,1779427896096794652,10
20.280,1779427896112400084,10
20.296,1779427896128443886,10
20.312,1779427896144419439,10
20.328,1779427896160277452,10
20.344,1779427896176122923,10
20.360,1779427896192185683,10
20.376,1779427896208055071,10
20.392,1779427896224031207,10
20.408,1779427896239984885,10
20.424,1779427896255836773,10
20.455,1779427896286863016,10
20.484,1779427896316717939,10
20.500,1779427896332716533,10
20.516,1779427896348707253,10
20.532,1779427896364608432,10
20.548,1779427896380401987,10
20.564,1779427896396372582,10
20.580,1779427896412306718,10
20.596,1779427896428355770,10
20.612,1779427896444095660,10
20.628,1779427896460350626,10
20.644,1779427896476055807,10
20.660,1779427896492131692,10
20.676,1779427896508020330,10
20.692,1779427896523796968,10
20.708,1779427896539922144,10
20.724,1779427896555941738,10
20.739,1779427896571723335,10
20.755,1779427896587742346,10
20.771,1779427896603675900,10
20.787,1779427896619514663,10
20.803,1779427896635597548,10
20.834,1779427896665882091,10
20.849,1779427896681717937,10
20.880,1779427896711874149,10
20.896,1779427896727791952,10
20.911,1779427896743562758,10
20.927,1779427896759664892,10
20.943,1779427896775386990,10
20.959,1779427896791639331,10
20.975,1779427896807390595,10
20.991,1779427896823410481,10
21.007,1779427896839135204,10
21.023,1779427896855048924,10
21.039,1779427896871113143,10
21.055,1779427896886960364,10
21.071,1779427896902846085,10
21.087,1779427896919192050,10
21.103,1779427896934928731,10
21.119,1779427896951024741,10
21.135,1779427896966955086,10
21.164,1779427896996711427,10
21.180,1779427897012693105,10
21.196,1779427897028617617,10
21.212,1779427897044596670,10
21.228,1779427897060387017,10
21.244,1779427897076422944,10
21.260,1779427897092562411,10
21.276,1779427897108268759,10
21.292,1779427897124393061,10
21.308,1779427897140021534,10
21.324,1779427897156127461,10
21.340,1779427897172255262,10
21.356,1779427897187963943,10
21.372,1779427897203961954,10
21.388,1779427897219993506,10
21.403,1779427897235680313,10
21.419,1779427897251692324,10
21.435,1779427897267571628,10
21.480,1779427897312706780,10
21.496,1779427897328735415,10
21.526,1779427897358755878,10
21.542,1779427897374750681,10
21.558,1779427897390679443,10
21.574,1779427897406671912,10
21.590,1779427897422649799,10
21.606,1779427897438533186,10
21.622,1779427897454435240,10
21.638,1779427897470162296,10
21.654,1779427897486336763,10
21.670,1779427897502402732,10
21.686,1779427897518125996,10
21.702,1779427897534022508,10
21.718,1779427897549803522,10
21.734,1779427897566044197,10
21.750,1779427897581911834,10
21.766,1779427897597820888,10
21.781,1779427897613701067,10
21.812,1779427897643782029,10
21.827,1779427897659715291,10
21.843,1779427897675471805,10
21.860,1779427897691814854,10
21.875,1779427897707420578,10
21.891,1779427897723308924,10
21.907,1779427897739398225,10
21.923,1779427897755267321,10
21.939,1779427897771230332,10
21.955,1779427897787177302,10
21.971,1779427897803336895,10
21.987,1779427897819163116,10
22.003,1779427897834955213,10
22.019,1779427897850999890,10
22.035,1779427897866793154,10
22.051,1779427897882824998,10
22.067,1779427897898773134,10
22.082,1779427897914504857,10
22.098,1779427897930465243,10
22.114,1779427897946591295,10
22.130,1779427897962486640,10
22.146,1779427897978409402,10
22.176,1779427898008599738,10
22.192,1779427898024514042,10
22.222,1779427898054602879,10
22.238,1779427898070534683,10
22.254,1779427898086720816,10
22.270,1779427898102649703,10
22.286,1779427898118618839,10
22.302,1779427898134364854,10
22.318,1779427898150444239,10
22.334,1779427898166362334,10
22.350,1779427898182329720,10
22.366,1779427898198333856,10
22.382,1779427898214156578,10
22.398,1779427898229984841,10
22.414,1779427898245895936,10
22.460,1779427898291801078,10
22.489,1779427898321608752,10
22.505,1779427898337610847,10
22.521,1779427898353714148,10
22.537,1779427898369627869,10
22.553,1779427898385477715,10
22.570,1779427898401847013,10
22.586,1779427898418326268,10
22.601,1779427898433200334,10
22.617,1779427898449372010,10
22.633,1779427898465211648,10
22.649,1779427898481212867,10
22.665,1779427898497087796,10
22.681,1779427898513054016,10
22.697,1779427898528904446,10
22.713,1779427898544816416,10
22.743,1779427898575606411,10
22.774,1779427898605964454,10
22.789,1779427898621598761,10
22.805,1779427898637646646,10
22.821,1779427898653419202,10
22.837,1779427898669342838,10
22.854,1779427898685945175,10
22.869,1779427898701431318,10
22.885,1779427898717229248,10
22.901,1779427898733281217,10
22.917,1779427898749273978,10
22.933,1779427898765068408,10
22.949,1779427898780974253,10
22.965,1779427898797044597,10
22.981,1779427898812972900,10
22.996,1779427898828733206,10
23.013,1779427898844799174,10
23.028,1779427898860658354,10
23.045,1779427898876836321,10
23.089,1779427898921695851,10
23.105,1779427898937613946,10
23.136,1779427898967881281,10
23.151,1779427898983640420,10
23.167,1779427898999671098,10
23.184,1779427899015855773,10
23.199,1779427899031695994,10
23.215,1779427899047532716,10
23.231,1779427899063341437,10
23.247,1779427899079321073,10
23.263,1779427899095191628,10
23.279,1779427899111191680,10
23.295,1779427899127115317,10
23.311,1779427899143236993,10
23.327,1779427899158856717,10
23.343,1779427899174808646,10
23.359,1779427899191053112,10
23.374,1779427899206755085,10
23.391,1779427899223139550,10
23.421,1779427899252901724,10
23.436,1779427899268710738,10
23.453,1779427899284777873,10
23.468,1779427899300439596,10
23.484,1779427899316502356,10
23.500,1779427899332465951,10
23.516,1779427899348262715,10
23.532,1779427899364270934,10
23.548,1779427899380114655,10
23.564,1779427899396317414,10
23.580,1779427899412150343,10
23.596,1779427899428030231,10
23.612,1779427899443939576,10
23.628,1779427899459932046,10
23.644,1779427899476098638,10
23.660,1779427899492039775,10
23.675,1779427899507646666,10
23.691,1779427899523604135,10
23.707,1779427899539576480,10
23.723,1779427899555757947,10
23.739,1779427899571491128,10
23.755,1779427899587531722,10
23.786,1779427899618334842,10
23.802,1779427899634328186,10
23.831,1779427899663660158,10
23.847,1779427899679595461,10
23.863,1779427899695684471,10
23.879,1779427899711535776,10
23.896,1779427899727775575,10
23.911,1779427899743232551,10
23.927,1779427899759743598,10
23.943,1779427899775352239,10
23.959,1779427899791591455,10
23.975,1779427899807002348,10
23.991,1779427899822979360,10
24.007,1779427899839111244,10
24.023,1779427899854964298,10
24.055,1779427899886947487,10
24.084,1779427899915848672,10
24.100,1779427899931836184,10
24.115,1779427899947519782,10
24.131,1779427899963607917,10
24.148,1779427899979871924,10
24.163,1779427899995624063,10
24.179,1779427900011426369,10
24.195,1779427900027297506,10
24.211,1779427900043034187,10
24.227,1779427900059119989,10
24.243,1779427900075055584,10
24.259,1779427900091163843,10
24.275,1779427900106888566,10
24.291,1779427900122977868,10
24.307,1779427900139026336,10
24.322,1779427900154737643,10
24.338,1779427900170618988,10
24.355,1779427900186801331,10
24.400,1779427900231865608,10
24.415,1779427900247743162,10
24.445,1779427900277574461,10
24.461,1779427900293528139,10
24.477,1779427900309583608,10
24.493,1779427900325527953,10
24.509,1779427900341329383,10
24.525,1779427900357415476,10
24.541,1779427900373217198,10
24.557,1779427900389101169,10
24.573,1779427900405301011,10
24.589,1779427900421265189,10
24.605,1779427900436970078,10
24.621,1779427900453045672,10
24.637,1779427900469216931,10
24.653,1779427900485252566,10
24.668,1779427900500730834,10
24.685,1779427900516768802,10
24.700,1779427900532539900,10
24.731,1779427900563015774,10
24.746,1779427900578665831,10
24.762,1779427900594535802,10
24.779,1779427900610780559,10
24.794,1779427900626719071,10
24.810,1779427900642372337,10
24.826,1779427900658242599,10
24.842,1779427900674226610,10
24.858,1779427900690251163,10
24.874,1779427900706342506,10
24.890,1779427900722003354,10
24.906,1779427900737893158,10
24.922,1779427900754090084,10
24.938,1779427900769932638,10
24.954,1779427900785951066,10
24.970,1779427900801959285,10
24.986,1779427900818088253,10
25.002,1779427900833866350,10
25.047,1779427900878762921,10
25.062,1779427900894630267,10
25.092,1779427900924719687,10
25.108,1779427900940729948,10
25.125,1779427900956799125,10
25.140,1779427900972529681,10
25.156,1779427900988397902,10
25.172,1779427901004279539,10
25.189,1779427901020797586,10
25.204,1779427901036291311,10
25.220,1779427901052237698,10
25.236,1779427901068036211,10
25.252,1779427901084124346,10
25.268,1779427901100175440,10
25.284,1779427901115936329,10
25.300,1779427901131860258,10
25.316,1779427901147827061,10
25.332,1779427901163933862,10
25.347,1779427901179643418,10
25.378,1779427901209785338,10
25.393,1779427901225684184,10
25.409,1779427901241474239,10
25.425,1779427901257722497,10
25.441,1779427901273352429,10
25.458,1779427901290161555,10
25.473,1779427901305298285,10
25.489,1779427901321211130,10
25.505,1779427901337259599,10
25.521,1779427901353274902,10
25.537,1779427901369040957,10
25.553,1779427901385106634,10
25.569,1779427901401242310,10
25.585,1779427901417004074,10
25.600,1779427901432728505,10
25.616,1779427901448645725,10
25.632,1779427901464702944,10
25.648,1779427901480715538,10
25.664,1779427901496650550,10
25.680,1779427901512566604,10
25.696,1779427901528510365,10
25.712,1779427901544434877,10
25.742,1779427901574617630,10
25.758,1779427901590529309,10
25.788,1779427901620670645,10
25.805,1779427901636838404,10
25.820,1779427901652512377,10
25.836,1779427901668544805,10
25.853,1779427901685047393,10
25.868,1779427901700704741,10
25.884,1779427901716375506,10
25.900,1779427901732294477,10
25.916,1779427901748172323,10
25.932,1779427901764210000,10
25.948,1779427901780027471,10
25.964,1779427901795986400,10
25.980,1779427901812297948,10
25.996,1779427901827962005,10
26.012,1779427901843810101,10
26.027,1779427901859747446,10
26.059,1779427901890839146,10
26.074,1779427901906634743,10
26.090,1779427901922534172,10
26.121,1779427901953159378,10
26.137,1779427901969089723,10
26.152,1779427901984652573,10
26.168,1779427902000561043,10
26.184,1779427902016433931,10
26.200,1779427902032335693,10
26.216,1779427902048262830,10
26.232,1779427902064229633,10
26.248,1779427902080017938,10
26.264,1779427902096254821,10
26.280,1779427902112095334,10
26.296,1779427902128047262,10
26.312,1779427902144070648,10
26.342,1779427902174478565,10
26.372,1779427902204722566,10
26.388,1779427902220675661,10
26.405,1779427902236782463,10
26.420,1779427902252526144,10
26.436,1779427902268478947,10
26.453,1779427902285082159,10
26.468,1779427902300168139,10
26.484,1779427902316176942,10
26.500,1779427902332253994,10
26.516,1779427902348086048,10
26.532,1779427902364214141,10
26.548,1779427902380158194,10
26.564,1779427902396120914,10
26.580,1779427902411968510,10
26.596,1779427902428500556,10
26.611,1779427902443680911,10
26.628,1779427902459788879,10
26.643,1779427902475558518,10
26.659,1779427902491723068,10
26.675,1779427902507600039,10
26.691,1779427902523492760,10
26.721,1779427902553670846,10
26.738,1779427902569928145,10
26.767,1779427902599753319,10
26.783,1779427902615733997,10
26.799,1779427902631684092,10
26.815,1779427902647435356,10
26.831,1779427902663652114,10
26.847,1779427902679432545,10
26.863,1779427902695413639,10
26.879,1779427902711322401,10
26.895,1779427902727052374,10
26.911,1779427902743142842,10
26.927,1779427902759116645,10
26.943,1779427902774792369,10
26.959,1779427902790848129,10
27.004,1779427902836587315,10
27.034,1779427902866733026,10
27.050,1779427902882580539,10
27.066,1779427902898533926,10
27.082,1779427902914608352,10
27.098,1779427902930228660,10
27.114,1779427902946496459,10
27.130,1779427902962481637,10
27.146,1779427902978301442,10
27.162,1779427902994206412,10
27.178,1779427903010172632,10
27.194,1779427903025984437,10
27.210,1779427903041977406,10
27.226,1779427903058205248,10
27.242,1779427903073891471,10
27.258,1779427903090065647,10
27.273,1779427903105700829,10
27.289,1779427903121716340,10
27.305,1779427903137742350,10
27.321,1779427903153531239,10
27.351,1779427903183708158,10
27.367,1779427903199611671,10
27.383,1779427903215522183,10
27.399,1779427903231423070,10
27.415,1779427903247340874,10
27.431,1779427903263285802,10
27.447,1779427903279255230,10
27.463,1779427903295497363,10
27.479,1779427903311194961,10
27.495,1779427903327133181,10
27.511,1779427903343092609,10
27.527,1779427903359183577,10
27.542,1779427903374759844,10
27.558,1779427903390733938,10
27.575,1779427903406848323,10
27.590,1779427903422724419,10
27.606,1779427903438724763,10
27.622,1779427903454520068,10
27.638,1779427903470483371,10
27.654,1779427903486655213,10
27.670,1779427903502266771,10
27.701,1779427903532818186,10
27.716,1779427903548696032,10
27.746,1779427903578676370,10
27.762,1779427903594518925,10
27.778,1779427903610529186,10
27.794,1779427903626694903,10
27.810,1779427903642431875,10
27.826,1779427903658471594,10
27.842,1779427903674174442,10
27.858,1779427903690155245,10
27.874,1779427903706107757,10
27.890,1779427903722176350,10
27.906,1779427903738032030,10
27.922,1779427903754285079,10
27.938,1779427903769892553,10
27.954,1779427903785985813,10
28.000,1779427903831900872,10
28.029,1779427903861600922,10
28.045,1779427903877655224,10
28.061,1779427903893457529,10
28.077,1779427903909519998,10
28.093,1779427903925360219,10
28.109,1779427903941388855,10
28.125,1779427903957538822,10
28.141,1779427903973162046,10
28.157,1779427903989157724,10
28.173,1779427904005109069,10
28.189,1779427904021160454,10
28.205,1779427904036862136,10
28.221,1779427904052808522,10
28.237,1779427904068890824,10
28.253,1779427904085213748,10
28.284,1779427904115806579,10
28.314,1779427904145942957,10
28.330,1779427904162079799,10
28.345,1779427904177425944,10
28.361,1779427904193428038,10
28.377,1779427904209515006,10
28.393,1779427904225419977,10
28.409,1779427904241298989,10
28.425,1779427904257213293,10
28.441,1779427904273103680,10
28.457,1779427904289111608,10
28.473,1779427904305068203,10
28.489,1779427904321007881,10
28.505,1779427904337007350,10
28.521,1779427904352771156,10
28.537,1779427904369157662,10
28.552,1779427904384667429,10
28.568,1779427904400745356,10
28.585,1779427904416925073,10
28.600,1779427904432509797,10
28.616,1779427904448364018,10
28.632,1779427904464483361,10
28.662,1779427904494631406,10
28.678,1779427904510483294,10
28.708,1779427904540697838,10
28.724,1779427904556737557,10
28.740,1779427904572647194,10
28.756,1779427904588369292,10
28.772,1779427904604370511,10
28.788,1779427904620321273,10
28.804,1779427904636332117,10
28.820,1779427904652203546,10
28.836,1779427904668185516,10
28.852,1779427904684028070,10
28.868,1779427904700141871,10
28.884,1779427904715940385,10
28.900,1779427904731862272,10
28.916,1779427904747834908,10
28.932,1779427904763767878,10
28.947,1779427904779723890,10
28.964,1779427904795832733,10
28.993,1779427904825622324,10
29.009,1779427904841588835,10
29.026,1779427904857880551,10
29.041,1779427904873480733,10
29.057,1779427904889360913,10
29.073,1779427904905372340,10
29.089,1779427904921340893,10
29.105,1779427904937191323,10
29.121,1779427904953157251,10
29.137,1779427904969114137,10
29.153,1779427904985042441,10
29.169,1779427905001048327,10
29.185,1779427905017072004,10
29.201,1779427905032955100,10
29.216,1779427905048759447,10
29.232,1779427905064688625,10
29.249,1779427905080954383,10
29.264,1779427905096651397,10
29.309,1779427905141513261,10
29.326,1779427905157990766,10
29.355,1779427905187446111,10
29.371,1779427905203610662,10
29.387,1779427905219619756,10
29.403,1779427905235559434,10
29.419,1779427905251396156,10
29.435,1779427905267343126,10
29.451,1779427905283382844,10
29.467,1779427905299345564,10
29.483,1779427905315270368,10
29.499,1779427905331221713,10
29.515,1779427905347099267,10
29.531,1779427905363024070,10
29.547,1779427905379023540,10
29.563,1779427905394901094,10
29.579,1779427905410860772,10
29.595,1779427905427355777,10
29.611,1779427905442786712,10
29.641,1779427905472812258,10
29.656,1779427905488541939,10
29.672,1779427905504408118,10
29.688,1779427905520415171,10
29.704,1779427905536525180,10
29.720,1779427905552349069,10
29.736,1779427905568118999,10
29.752,1779427905584159593,10
29.768,1779427905599996023,10
29.784,1779427905616165240,10
29.800,1779427905631858171,10
29.816,1779427905648136470,10
29.832,1779427905664016066,10
29.848,1779427905679977328,10
29.864,1779427905695836215,10
29.879,1779427905711709978,10
29.895,1779427905727477867,10
29.911,1779427905743721167,10
29.956,1779427905788538405,10
29.972,1779427905804613415,10
30.002,1779427905834635754,10
30.018,1779427905850467517,10
30.034,1779427905866557110,10
30.050,1779427905882536746,10
30.066,1779427905898536799,10
30.082,1779427905914255397,10
30.098,1779427905930496946,10
30.114,1779427905946364000,10
30.130,1779427905962410136,10
30.146,1779427905977968611,10
30.162,1779427905994043329,10
30.178,1779427906009980383,10
30.194,1779427906026195683,10
30.210,1779427906042064487,10
30.225,1779427906057615087,10
30.241,1779427906073703513,10
30.257,1779427906089727482,10
30.287,1779427906119685363,10
30.303,1779427906135641666,10
30.320,1779427906152003964,10
30.335,1779427906167266401,10
30.351,1779427906183230579,10
30.367,1779427906199365088,10
30.383,1779427906215468098,10
30.399,1779427906231362569,10
30.415,1779427906246929210,10
30.431,1779427906263095219,10
30.447,1779427906279052897,10
30.463,1779427906295402279,10
30.479,1779427906310814339,10
30.495,1779427906326824600,10
30.511,1779427906342765736,10
30.526,1779427906358714165,10
30.542,1779427906374552928,10
30.558,1779427906390678395,10
30.575,1779427906406802696,10
30.590,1779427906422646126,10
30.606,1779427906438383682,10
30.622,1779427906454278736,10
30.652,1779427906484690736,10
30.668,1779427906500556623,10
30.698,1779427906530716043,10
30.714,1779427906546421808,10
30.730,1779427906562729857,10
30.746,1779427906578458371,10
30.762,1779427906594393091,10
30.778,1779427906610440685,10
30.794,1779427906626198949,10
30.810,1779427906642074461,10
30.826,1779427906658135471,10
30.842,1779427906674187440,10
30.858,1779427906690117785,10
30.874,1779427906705997964,10
30.890,1779427906721857144,10
30.920,1779427906752675722,10
30.950,1779427906782547562,10
30.966,1779427906798679446,10
30.982,1779427906814461627,10
30.998,1779427906830573386,10
31.014,1779427906846361692,10
31.030,1779427906862357661,10
31.046,1779427906878327089,10
31.062,1779427906894278726,10
31.078,1779427906910008990,10
31.094,1779427906926251123,10
31.110,1779427906942293758,10
31.126,1779427906958008273,10
31.142,1779427906973798328,10
31.158,1779427906989834547,10
31.174,1779427907006169429,10
31.190,1779427907021853027,10
31.205,1779427907037505126,10
31.221,1779427907053579844,10
31.267,1779427907098767203,10
31.282,1779427907114391886,10
31.313,1779427907144793969,10
31.328,1779427907160648190,10
31.344,1779427907176425121,10
31.360,1779427907192349633,10
31.376,1779427907208477142,10
31.392,1779427907224442778,10
31.408,1779427907240339291,10
31.424,1779427907256187678,10
31.440,1779427907272258605,10
31.456,1779427907288113410,10
31.472,1779427907303955089,10
31.488,1779427907319924809,10
31.504,1779427907335821613,10
31.520,1779427907352080079,10
31.536,1779427907367911259,10
31.551,1779427907383577066,10
31.582,1779427907414491309,10
31.612,1779427907444597646,10
31.628,1779427907460471409,10
31.644,1779427907476629835,10
31.660,1779427907492632220,10
31.676,1779427907508488483,10
31.692,1779427907524265122,10
31.708,1779427907540238925,11
31.724,1779427907556210686,10
31.740,1779427907572155906,10
31.756,1779427907588096168,10
31.772,1779427907604146970,10
31.788,1779427907620247938,10
31.804,1779427907635791246,10
31.820,1779427907651907381,10
31.836,1779427907667786685,10
31.852,1779427907683974860,10
31.868,1779427907699837831,10
31.883,1779427907715376473,10
31.899,1779427907731521774,10
31.929,1779427907761636861,10
31.945,1779427907777464832,10
31.961,1779427907793499301,10
31.977,1779427907809736184,10
31.993,1779427907825452157,10
32.009,1779427907841326211,10
32.025,1779427907857433888,10
32.041,1779427907873190693,10
32.057,1779427907889117539,10
32.073,1779427907904903219,10
32.089,1779427907920978521,10
32.105,1779427907937013281,10
32.121,1779427907953076916,10
32.137,1779427907968895555,10
32.153,1779427907984853316,10
32.168,1779427908000685371,10
32.184,1779427908016566717,10
32.200,1779427908032573186,10
32.216,1779427908048497114,10
32.232,1779427908064478501,10
32.248,1779427908080425471,10
32.278,1779427908110540558,10
32.294,1779427908126474986,10
32.324,1779427908156469324,10
32.340,1779427908172523335,10
32.356,1779427908188534179,10
32.372,1779427908204551731,10
32.388,1779427908220651533,10
32.404,1779427908236453546,10
32.420,1779427908252135978,10
32.436,1779427908268188821,10
32.452,1779427908284565119,10
32.468,1779427908300008679,10
32.484,1779427908316031190,10
32.500,1779427908332069159,10
32.516,1779427908347857464,10
32.532,1779427908364309011,10
32.577,1779427908409607786,10
32.607,1779427908439677956,10
32.623,1779427908455618510,10
32.639,1779427908471536605,10
32.655,1779427908487622115,10
32.671,1779427908503501127,10
32.687,1779427908519314516,10
32.703,1779427908535202278,10
32.719,1779427908551308496,10
32.735,1779427908567313215,10
32.751,1779427908583048730,10
32.767,1779427908599062782,10
32.783,1779427908614839129,10
32.799,1779427908630962264,10
32.814,1779427908646725486,10
32.831,1779427908662983077,10
32.847,1779427908678790632,10
32.862,1779427908694666728,10
32.878,1779427908710504616,10
32.908,1779427908740688827,10
32.925,1779427908757257623,10
32.954,1779427908786589886,10
32.970,1779427908802697854,10
32.986,1779427908818653282,10
33.002,1779427908834438671,10
33.018,1779427908850253809,10
33.034,1779427908866411651,10
33.050,1779427908882431245,10
33.066,1779427908898116010,10
33.082,1779427908913945440,10
33.098,1779427908930291113,10
33.114,1779427908946133668,10
33.130,1779427908961982639,10
33.146,1779427908977824610,10
33.177,1779427909008828395,10
33.206,1779427909038696443,10
33.222,1779427909054335708,10
33.238,1779427909070433177,10
33.254,1779427909086649352,10
33.270,1779427909102606821,10
33.286,1779427909118234712,10
33.302,1779427909134213765,10
33.318,1779427909150094819,10
33.334,1779427909166089913,10
33.350,1779427909181949384,10
33.366,1779427909198018853,10
33.382,1779427909213923532,10
33.398,1779427909229804586,10
33.414,1779427909245764389,10
33.430,1779427909261915523,10
33.446,1779427909277777911,10
33.462,1779427909294081876,10
33.477,1779427909309531561,10
33.522,1779427909354585922,10
33.538,1779427909370557392,10
33.568,1779427909400467731,10
33.584,1779427909416658240,10
33.600,1779427909432533460,10
33.616,1779427909448403431,10
33.632,1779427909464328818,10
33.648,1779427909480326246,10
33.664,1779427909496412048,10
33.680,1779427909512538974,10
33.696,1779427909528459111,10
33.712,1779427909544048502,10
33.728,1779427909560085887,10
33.744,1779427909575805943,10
33.759,1779427909591719664,10
33.776,1779427909607826757,10
33.791,1779427909623748644,10
33.807,1779427909639734113,10
33.823,1779427909655540210,10
33.853,1779427909685628297,10
33.869,1779427909701594434,10
33.885,1779427909717550820,10
33.901,1779427909733508290,10
33.917,1779427909749342970,10
33.933,1779427909765268065,10
33.949,1779427909781230201,10
33.965,1779427909797131963,10
33.981,1779427909813456637,10
33.997,1779427909829066153,10
34.013,1779427909844936707,10
34.029,1779427909860992759,10
34.045,1779427909877006520,10
34.061,1779427909893180987,10
34.077,1779427909909076916,10
34.092,1779427909924667182,10
34.108,1779427909940661402,10
34.125,1779427909956763245,10
34.140,1779427909972639924,10
34.156,1779427909988317397,10
34.172,1779427910004384366,10
34.188,1779427910020290336,10
34.218,1779427910050534046,10
34.235,1779427910066822262,10
34.250,1779427910082633609,10
34.266,1779427910098339665,10
34.282,1779427910114152762,10
34.298,1779427910130279104,10
34.314,1779427910146252032,10
34.330,1779427910162246544,10
34.346,1779427910177969225,10
34.362,1779427910194067276,10
34.378,1779427910209925289,10
34.394,1779427910226029465,10
34.410,1779427910241925686,10
34.425,1779427910257677825,10
34.442,1779427910273784334,10
34.457,1779427910289745013,10
34.473,1779427910305575317,10
34.489,1779427910321401247,10
34.506,1779427910337892585,10
34.521,1779427910353690516,10
34.537,1779427910369327364,10
34.553,1779427910385320417,10
34.583,1779427910415684293,10
34.599,1779427910431677929,10
34.629,1779427910461753933,10
34.645,1779427910477606112,10
34.661,1779427910493499999,10
34.677,1779427910509325346,10
34.693,1779427910525384315,10
34.709,1779427910541352868,10
34.726,1779427910558034245,10
34.741,1779427910573047602,10
34.757,1779427910589061071,10
34.773,1779427910604998999,10
34.789,1779427910621188050,10
34.805,1779427910636890023,10
34.821,1779427910652771077,11
34.866,1779427910698663677,10
34.896,1779427910728700015,10
34.912,1779427910744615777,10
34.928,1779427910760495956,10
34.944,1779427910776686757,10
34.960,1779427910792437729,10
34.976,1779427910808210285,10
34.992,1779427910824235712,10
35.008,1779427910840112683,10
35.024,1779427910856128194,10
35.040,1779427910872694656,10
35.056,1779427910888227173,10
35.072,1779427910903808980,10
