t_rel_s,ts_ns,values
45.875,1779427921706936651,"[0, 0]"
45.941,1779427921773457123,"[0, 0]"
46.026,1779427921858299868,"[0, 0]"
46.075,1779427921907008184,"[0, 0]"
46.130,1779427921962709997,"[0, 0]"
46.207,1779427922039494966,"[0, 0]"
46.265,1779427922097590750,"[0, 0]"
46.330,1779427922162324201,"[0, 0]"
46.400,1779427922232524294,"[0, 0]"
46.465,1779427922296899875,"[0, 0]"
46.544,1779427922375806110,"[-41, 22]"
46.609,1779427922441513716,"[-41, 22]"
46.667,1779427922499048632,"[-41, 22]"
46.733,1779427922565389730,"[-41, 22]"
46.800,1779427922632059824,"[-41, 22]"
46.874,1779427922705822290,"[-41, 22]"
46.935,1779427922767380114,"[-41, 22]"
47.002,1779427922834253205,"[-41, 22]"
47.074,1779427922906075820,"[-41, 22]"
47.156,1779427922988386929,"[-41, 22]"
47.204,1779427923036432295,"[-41, 22]"
47.266,1779427923098528821,"[-41, 22]"
47.332,1779427923164187428,"[-41, 22]"
47.399,1779427923231126435,"[-41, 22]"
47.465,1779427923297582157,"[-41, 22]"
47.538,1779427923369938307,"[-41, 22]"
47.600,1779427923432416036,"[-41, 22]"
47.670,1779427923501991678,"[-41, 22]"
47.741,1779427923573198591,"[-41, 22]"
47.802,1779427923633928092,"[-41, 22]"
47.870,1779427923701993503,"[-41, 22]"
47.931,1779427923763446911,"[-41, 22]"
47.997,1779427923829522888,"[-41, 22]"
48.067,1779427923899722397,"[-41, 22]"
48.137,1779427923969087167,"[-41, 22]"
48.208,1779427924039787461,"[-41, 22]"
48.267,1779427924099527350,"[-41, 22]"
48.339,1779427924171369797,"[-41, 22]"
48.405,1779427924237413691,"[-41, 22]"
48.468,1779427924300105792,"[-41, 22]"
48.539,1779427924371500828,"[-41, 22]"
48.609,1779427924441350050,"[-41, 22]"
48.668,1779427924500651277,"[-41, 22]"
48.738,1779427924570228377,"[-41, 22]"
48.804,1779427924636246313,"[-41, 22]"
48.865,1779427924697144395,"[0, 0]"
48.933,1779427924764919601,"[0, 0]"
49.004,1779427924836674549,"[0, 0]"
49.067,1779427924899402234,"[0, 0]"
49.130,1779427924962318916,"[0, 0]"
49.198,1779427925030580033,"[0, 0]"
49.278,1779427925109936887,"[0, 0]"
49.343,1779427925175698451,"[0, 0]"
49.401,1779427925233249991,"[0, 0]"
49.467,1779427925299757338,"[0, 0]"
49.533,1779427925365403111,"[0, 0]"
49.603,1779427925434993586,"[0, 0]"
49.675,1779427925507653565,"[0, 0]"
49.740,1779427925572019521,"[0, 0]"
49.798,1779427925630094305,"[0, 0]"
49.892,1779427925724030521,"[0, 0]"
49.942,1779427925774446233,"[0, 0]"
50.002,1779427925834328453,"[0, 0]"
50.074,1779427925905817113,"[0, 0]"
50.138,1779427925970391899,"[0, 0]"
50.208,1779427926039843001,"[0, 0]"
50.275,1779427926107642998,"[0, 0]"
50.338,1779427926170440390,"[0, 0]"
50.413,1779427926245640171,"[0, 0]"
50.469,1779427926301710646,"[0, 0]"
50.537,1779427926369524351,"[0, 0]"
50.606,1779427926438533000,"[0, 0]"
50.692,1779427926523963155,"[0, 0]"
50.742,1779427926574124245,"[0, 0]"
50.802,1779427926634483333,"[0, 0]"
50.869,1779427926701730046,"[0, 0]"
50.936,1779427926767859980,"[0, 0]"
51.005,1779427926837260624,"[0, 0]"
51.065,1779427926897303842,"[0, 0]"
51.136,1779427926967813681,"[0, 0]"
51.211,1779427927043253792,"[0, 0]"
51.268,1779427927099910510,"[0, 0]"
51.341,1779427927173754349,"[0, 0]"
51.408,1779427927240171863,"[0, 0]"
51.476,1779427927308608561,"[0, 0]"
51.546,1779427927377795124,"[0, 0]"
51.609,1779427927441467214,"[0, 0]"
51.670,1779427927502305796,"[0, 0]"
51.742,1779427927574383032,"[0, 0]"
51.807,1779427927639443147,"[0, 0]"
51.871,1779427927703597939,"[0, 0]"
51.944,1779427927776339000,"[0, 0]"
52.008,1779427927839852425,"[0, 0]"
52.073,1779427927905425866,"[0, 0]"
52.137,1779427927969012207,"[0, 0]"
52.209,1779427928041112776,"[0, 0]"
52.274,1779427928106466886,"[0, 0]"
52.340,1779427928172506989,"[0, 0]"
52.408,1779427928240546149,"[0, 0]"
52.469,1779427928301618063,"[0, 0]"
52.536,1779427928368366323,"[0, 0]"
52.607,1779427928439367614,"[0, 0]"
52.676,1779427928508744633,"[0, 0]"
52.736,1779427928568403731,"[0, 0]"
52.805,1779427928637545669,"[0, 0]"
52.872,1779427928704330096,"[0, 0]"
52.942,1779427928774083069,"[0, 0]"
53.002,1779427928834461407,"[0, 0]"
53.078,1779427928910030725,"[0, 0]"
53.143,1779427928975596875,"[0, 0]"
53.208,1779427929040596907,"[0, 0]"
53.274,1779427929106541926,"[0, 0]"
53.358,1779427929190740680,"[0, 0]"
53.410,1779427929242233503,"[0, 0]"
53.476,1779427929308109107,"[0, 0]"
53.538,1779427929370256382,"[0, 0]"
53.602,1779427929434094136,"[0, 0]"
53.674,1779427929506610325,"[0, 0]"
53.741,1779427929573003631,"[0, 0]"
53.803,1779427929635298780,"[0, 0]"
53.876,1779427929708492210,"[0, 0]"
53.940,1779427929772359131,"[0, 0]"
54.007,1779427929839364055,"[0, 0]"
54.077,1779427929909719312,"[0, 0]"
54.137,1779427929969761071,"[0, 0]"
54.208,1779427930040306201,"[0, 0]"
54.278,1779427930110151340,"[0, 0]"
54.337,1779427930168844741,"[0, 0]"
54.399,1779427930231348428,"[0, 0]"
54.476,1779427930308610267,"[0, 0]"
54.541,1779427930373030181,"[0, 0]"
54.609,1779427930441688834,"[0, 0]"
54.675,1779427930507492106,"[0, 0]"
54.742,1779427930574525320,"[0, 0]"
54.809,1779427930641217581,"[0, 0]"
54.867,1779427930699409030,"[0, 0]"
54.944,1779427930776689535,"[0, 0]"
55.008,1779427930839779465,"[0, 0]"
55.072,1779427930904135797,"[0, 0]"
55.142,1779427930974166725,"[0, 0]"
55.204,1779427931035827506,"[0, 0]"
55.274,1779427931106615883,"[0, 0]"
55.336,1779427931167826919,"[0, 0]"
55.404,1779427931236728486,"[0, 0]"
55.467,1779427931299231007,"[0, 0]"
55.538,1779427931370211006,"[0, 0]"
55.604,1779427931435872238,"[0, 0]"
55.675,1779427931507398814,"[0, 0]"
55.738,1779427931570318122,"[0, 0]"
55.806,1779427931638024203,"[0, 0]"
55.872,1779427931703999848,"[0, 0]"
55.938,1779427931770068533,"[0, 0]"
56.006,1779427931838089319,"[0, 0]"
56.070,1779427931902483566,"[0, 0]"
56.145,1779427931977294852,"[0, 0]"
56.214,1779427932046281918,"[0, 0]"
56.271,1779427932103674502,"[0, 0]"
56.344,1779427932176050901,"[0, 0]"
56.404,1779427932235860663,"[0, 0]"
56.476,1779427932308702639,"[0, 0]"
56.541,1779427932373369883,"[0, 0]"
56.607,1779427932438979199,"[0, 0]"
56.673,1779427932504811637,"[0, 0]"
56.732,1779427932563830826,"[0, 0]"
56.805,1779427932637004423,"[0, 0]"
56.876,1779427932708405584,"[0, 0]"
56.939,1779427932771284059,"[0, 0]"
57.009,1779427932841526443,"[-32, -27]"
57.110,1779427932941914538,"[-32, -27]"
57.139,1779427932971493548,"[-27, -26]"
57.209,1779427933040917233,"[-28, -26]"
57.276,1779427933108116988,"[-29, -26]"
57.343,1779427933175461407,"[-30, -26]"
57.417,1779427933249600993,"[-29, -27]"
57.476,1779427933308733055,"[-30, -27]"
57.542,1779427933373775669,"[-30, -28]"
57.607,1779427933439740189,"[-31, -28]"
57.685,1779427933516823530,"[-32, -29]"
57.745,1779427933576837290,"[-32, -29]"
57.815,1779427933647677875,"[-33, -29]"
57.876,1779427933708474750,"[-34, -30]"
57.948,1779427933780675651,"[-34, -30]"
58.019,1779427933851381487,"[-35, -30]"
58.080,1779427933912650856,"[-35, -31]"
58.147,1779427933979481365,"[-35, -31]"
58.211,1779427934043512492,"[-36, -31]"
58.274,1779427934106183594,"[-36, -31]"
58.352,1779427934184188299,"[-36, -31]"
58.410,1779427934242160126,"[-37, -32]"
58.480,1779427934312151971,"[-37, -32]"
58.543,1779427934375403774,"[-37, -32]"
58.606,1779427934437790504,"[-37, -32]"
58.680,1779427934512148545,"[-38, -32]"
58.749,1779427934581563189,"[-38, -32]"
58.816,1779427934648143743,"[-38, -32]"
58.876,1779427934708471041,"[-38, -33]"
58.948,1779427934779909826,"[-38, -33]"
59.009,1779427934841630607,"[-38, -33]"
59.075,1779427934906831886,"[-39, -33]"
59.148,1779427934980365687,"[-39, -33]"
59.211,1779427935043391160,"[-39, -33]"
59.277,1779427935109689675,"[-39, -33]"
59.347,1779427935178831031,"[-39, -33]"
59.407,1779427935239652989,"[-39, -33]"
59.478,1779427935309836748,"[-39, -33]"
59.546,1779427935377891076,"[-39, -33]"
59.610,1779427935442680485,"[-39, -33]"
59.678,1779427935510056404,"[-39, -33]"
59.743,1779427935575545263,"[0, 0]"
59.804,1779427935636550677,"[0, 0]"
59.871,1779427935703410061,"[0, 0]"
59.934,1779427935765818666,"[0, 0]"
60.010,1779427935842205224,"[0, 0]"
60.078,1779427935909845098,"[0, 0]"
60.143,1779427935975122793,"[0, 0]"
60.204,1779427936036085333,"[0, 0]"
60.273,1779427936105550726,"[0, 0]"
60.337,1779427936169393438,"[0, 0]"
60.414,1779427936246162658,"[0, 0]"
60.475,1779427936306791827,"[0, 0]"
60.541,1779427936372978636,"[0, 0]"
60.606,1779427936437843336,"[0, 0]"
60.672,1779427936503828313,"[0, 0]"
60.740,1779427936572625507,"[0, 0]"
60.807,1779427936639071312,"[0, 0]"
60.870,1779427936702680111,"[0, 0]"
60.941,1779427936773148533,"[0, 0]"
61.005,1779427936837619488,"[0, 0]"
61.077,1779427936909147523,"[0, 0]"
61.144,1779427936976664315,"[0, 0]"
61.212,1779427937044307106,"[0, 0]"
61.269,1779427937101580107,"[0, 0]"
61.343,1779427937175609069,"[0, 0]"
61.399,1779427937231321299,"[0, 0]"
61.468,1779427937300541153,"[0, 0]"
61.543,1779427937375712060,"[0, 0]"
61.609,1779427937440917422,"[0, 0]"
61.675,1779427937507238979,"[0, 0]"
61.734,1779427937566431416,"[0, 0]"
61.810,1779427937641778195,"[0, 0]"
61.876,1779427937708655078,"[0, 0]"
61.943,1779427937775376797,"[0, 0]"
62.008,1779427937840198039,"[0, 0]"
62.071,1779427937903037139,"[0, 0]"
62.141,1779427937973711767,"[0, 0]"
62.204,1779427938035929333,"[0, 0]"
62.270,1779427938102106517,"[0, 0]"
62.338,1779427938170753504,"[0, 0]"
62.425,1779427938256937899,"[274, 76]"
62.479,1779427938311374186,"[270, 76]"
62.545,1779427938377653160,"[268, 76]"
62.610,1779427938442662817,"[261, 76]"
62.672,1779427938504501804,"[253, 75]"
62.741,1779427938573236873,"[246, 74]"
62.808,1779427938640733249,"[238, 73]"
62.877,1779427938708901616,"[225, 71]"
62.943,1779427938775673793,"[217, 70]"
63.007,1779427938839286091,"[208, 68]"
63.076,1779427938907955828,"[199, 66]"
63.140,1779427938972322659,"[191, 63]"
63.212,1779427939044043482,"[182, 60]"
63.272,1779427939103955452,"[175, 57]"
63.340,1779427939172332650,"[168, 53]"
63.409,1779427939241268675,"[163, 50]"
63.474,1779427939305950502,"[158, 46]"
63.537,1779427939368921142,"[153, 42]"
63.611,1779427939443331099,"[149, 38]"
63.678,1779427939509909903,"[144, 35]"
63.743,1779427939575187306,"[140, 33]"
63.809,1779427939641732861,"[137, 31]"
63.874,1779427939706008984,"[136, 30]"
63.944,1779427939776757404,"[135, 28]"
64.012,1779427939844432860,"[135, 27]"
64.073,1779427939905032571,"[134, 25]"
64.140,1779427939971822248,"[133, 22]"
64.214,1779427940045847210,"[131, 20]"
64.281,1779427940113561166,"[129, 18]"
64.344,1779427940176442849,"[126, 15]"
64.409,1779427940241082093,"[123, 13]"
64.481,1779427940313242745,"[120, 11]"
64.539,1779427940371648066,"[116, 9]"
64.605,1779427940437499462,"[111, 8]"
64.676,1779427940508290756,"[108, 7]"
64.741,1779427940573722449,"[105, 5]"
64.812,1779427940644342536,"[101, 4]"
64.878,1779427940710063559,"[98, 2]"
64.945,1779427940777480894,"[96, 1]"
65.009,1779427940841195608,"[93, 0]"
65.074,1779427940906103183,"[91, -1]"
65.146,1779427940978616746,"[89, -2]"
65.213,1779427941045743002,"[87, 1]"
65.271,1779427941103666704,"[85, 1]"
65.342,1779427941174210667,"[86, 2]"
65.415,1779427941247288266,"[86, 3]"
65.474,1779427941306121665,"[86, 3]"
65.539,1779427941371419527,"[87, 4]"
65.615,1779427941446812097,"[87, 4]"
65.673,1779427941504969421,"[87, 5]"
65.748,1779427941580308034,"[88, 6]"
65.807,1779427941639072017,"[88, 5]"
65.873,1779427941705018204,"[88, 5]"
65.947,1779427941779281746,"[87, 4]"
66.013,1779427941844785480,"[86, 3]"
66.074,1779427941905960059,"[85, 3]"
66.148,1779427941980414432,"[85, 3]"
66.210,1779427942042502791,"[84, 3]"
66.274,1779427942105941842,"[84, 2]"
66.347,1779427942178848860,"[84, 3]"
66.406,1779427942238397417,"[84, 3]"
66.472,1779427942304728307,"[83, 4]"
66.540,1779427942372459472,"[83, 5]"
66.604,1779427942436273434,"[83, 6]"
66.679,1779427942511675629,"[82, 6]"
66.744,1779427942576386040,"[82, 7]"
66.813,1779427942644772279,"[83, 7]"
66.876,1779427942708243705,"[84, 8]"
66.947,1779427942779532576,"[85, 9]"
67.016,1779427942848370893,"[87, 11]"
67.076,1779427942908062657,"[88, 12]"
67.148,1779427942980016520,"[88, 12]"
67.210,1779427943042167003,"[87, 13]"
67.278,1779427943110378537,"[87, 13]"
67.341,1779427943173222887,"[85, 12]"
67.406,1779427943238477540,"[84, 12]"
67.473,1779427943305516297,"[83, 12]"
67.549,1779427943381083281,"[83, 12]"
67.607,1779427943439095691,"[82, 12]"
67.674,1779427943506469568,"[82, 12]"
67.748,1779427943580738069,"[82, 12]"
67.807,1779427943639426303,"[81, 12]"
67.875,1779427943707725336,"[81, 12]"
67.946,1779427943777770263,"[81, 12]"
68.009,1779427943841317230,"[81, 12]"
68.080,1779427943912328437,"[80, 13]"
68.146,1779427943978729326,"[79, 13]"
68.207,1779427944039359079,"[79, 12]"
68.280,1779427944112026641,"[78, 12]"
68.342,1779427944174424746,"[77, 12]"
68.409,1779427944241056341,"[76, 11]"
68.469,1779427944301622219,"[75, 11]"
68.537,1779427944368899847,"[75, 13]"
68.616,1779427944448319285,"[75, 21]"
68.676,1779427944507995882,"[75, 26]"
68.737,1779427944569307251,"[75, 29]"
68.808,1779427944639838964,"[75, 29]"
68.875,1779427944707250758,"[75, 32]"
68.949,1779427944780991931,"[75, 25]"
69.008,1779427944839973204,"[74, 10]"
69.077,1779427944909578304,"[73, -2]"
69.140,1779427944972142657,"[73, -10]"
69.208,1779427945039845239,"[72, -17]"
69.277,1779427945109421464,"[72, -24]"
69.342,1779427945173788295,"[72, -31]"
69.404,1779427945235913695,"[72, -37]"
69.473,1779427945305248424,"[72, -43]"
69.544,1779427945376362005,"[71, -48]"
69.606,1779427945438578112,"[71, -53]"
69.673,1779427945505666452,"[71, -57]"
69.738,1779427945570125448,"[71, -61]"
69.804,1779427945636492213,"[71, -65]"
69.879,1779427945711000169,"[71, -68]"
69.946,1779427945778615543,"[71, -71]"
70.005,1779427945836928032,"[70, -74]"
70.075,1779427945907085834,"[70, -76]"
70.135,1779427945966926929,"[70, -79]"
70.205,1779427946037751181,"[70, -81]"
70.270,1779427946102285718,"[41, 195]"
70.347,1779427946179122604,"[41, 187]"
70.405,1779427946237527341,"[41, 183]"
70.478,1779427946310567066,"[41, 173]"
70.542,1779427946374083407,"[40, 163]"
70.611,1779427946443304678,"[39, 157]"
70.670,1779427946502761362,"[39, 151]"
70.746,1779427946578550260,"[38, 144]"
70.813,1779427946644973316,"[37, 138]"
70.879,1779427946711295748,"[37, 132]"
70.943,1779427946775208751,"[36, 126]"
71.011,1779427946843075831,"[36, 121]"
71.077,1779427946909752342,"[35, 117]"
71.149,1779427946981001255,"[35, 113]"
71.207,1779427947038973373,"[34, 109]"
71.272,1779427947104180486,"[34, 105]"
71.342,1779427947174141123,"[33, 102]"
71.405,1779427947236814558,"[33, 99]"
71.470,1779427947302028962,"[33, 96]"
71.541,1779427947373314333,"[33, 94]"
71.606,1779427947438410905,"[32, 91]"
71.674,1779427947506064195,"[32, 89]"
71.747,1779427947579500290,"[32, 87]"
71.808,1779427947640664660,"[32, 85]"
71.868,1779427947699993012,"[32, 84]"
71.935,1779427947767556178,"[31, 82]"
72.008,1779427947840450946,"[31, 81]"
72.076,1779427947908047362,"[29, 67]"
72.145,1779427947977616296,"[28, 62]"
72.210,1779427948042595619,"[28, 56]"
72.269,1779427948101099440,"[28, 52]"
72.339,1779427948171262199,"[27, 47]"
72.408,1779427948240038101,"[26, 42]"
72.475,1779427948307537977,"[26, 37]"
72.539,1779427948371275691,"[25, 33]"
72.607,1779427948439346643,"[24, 29]"
72.671,1779427948503451560,"[24, 28]"
72.737,1779427948568866628,"[23, 25]"
72.811,1779427948643530333,"[23, 24]"
72.878,1779427948710412174,"[23, 22]"
72.944,1779427948776532775,"[23, 22]"
73.013,1779427948844818392,"[23, 22]"
73.074,1779427948906163302,"[23, 23]"
73.144,1779427948975932608,"[23, 22]"
73.210,1779427949042416913,"[23, 22]"
73.280,1779427949112486923,"[23, 22]"
73.345,1779427949177434164,"[23, 21]"
73.414,1779427949246587186,"[22, 22]"
73.478,1779427949309778907,"[22, 22]"
73.538,1779427949370576074,"[20, 23]"
73.603,1779427949434839948,"[19, 24]"
73.678,1779427949509971188,"[18, 24]"
73.735,1779427949566972943,"[18, 25]"
73.807,1779427949638791765,"[17, 25]"
73.878,1779427949709889013,"[16, 23]"
73.942,1779427949773947265,"[15, 21]"
74.012,1779427949844626560,"[14, 19]"
74.075,1779427949907351036,"[13, 19]"
74.145,1779427949977078051,"[12, 19]"
74.205,1779427950037099686,"[11, 19]"
74.280,1779427950112158802,"[10, 20]"
74.339,1779427950171176824,"[9, 20]"
74.402,1779427950233862509,"[8, 20]"
74.479,1779427950311608508,"[7, 20]"
74.542,1779427950373822866,"[7, 20]"
74.609,1779427950441702779,"[7, 20]"
74.678,1779427950510753427,"[7, 21]"
74.744,1779427950575803917,"[7, 21]"
74.808,1779427950639774961,"[7, 22]"
74.878,1779427950710556630,"[8, 21]"
74.940,1779427950772149745,"[9, 22]"
75.013,1779427950845555006,"[10, 22]"
75.075,1779427950906866375,"[11, 22]"
75.142,1779427950974518499,"[12, 22]"
75.206,1779427951037977091,"[13, 23]"
75.278,1779427951109965370,"[14, 23]"
75.345,1779427951177368122,"[13, 24]"
75.411,1779427951243113353,"[14, 25]"
75.478,1779427951309910612,"[13, 26]"
75.541,1779427951373360163,"[13, 26]"
75.601,1779427951433455005,"[13, 26]"
75.677,1779427951509510234,"[13, 26]"
75.748,1779427951579818825,"[13, 27]"
75.812,1779427951643787244,"[13, 27]"
75.874,1779427951706199933,"[13, 27]"
75.936,1779427951767884922,"[16, 28]"
76.001,1779427951833698985,"[17, 28]"
76.080,1779427951911883354,"[17, 29]"
76.142,1779427951973934380,"[18, 29]"
76.205,1779427952037479305,"[19, 29]"
76.273,1779427952105442633,"[19, 30]"
76.341,1779427952173006092,"[20, 30]"
76.412,1779427952244120840,"[20, 31]"
76.478,1779427952310173192,"[20, 31]"
76.543,1779427952375604593,"[21, 31]"
76.607,1779427952439610637,"[21, 31]"
76.667,1779427952499583855,"[21, 29]"
76.734,1779427952566760568,"[23, 26]"
76.802,1779427952634335985,"[30, 23]"
76.881,1779427952713414301,"[39, 19]"
76.940,1779427952771919871,"[46, 16]"
77.011,1779427952842889954,"[54, 14]"
77.067,1779427952899010304,"[60, 13]"
77.135,1779427952966950591,"[67, 11]"
77.203,1779427953035325456,"[72, 10]"
77.268,1779427953100510694,"[77, 8]"
77.334,1779427953166502671,"[83, 7]"
77.407,1779427953238918528,"[88, 5]"
77.469,1779427953301048303,"[93, 4]"
77.539,1779427953371404144,"[106, 2]"
77.611,1779427953443587837,"[118, -1]"
77.674,1779427953506666684,"[128, -4]"
77.744,1779427953576250201,"[137, -6]"
77.807,1779427953639241841,"[148, -10]"
77.877,1779427953709346268,"[160, -13]"
77.944,1779427953776273317,"[170, -15]"
78.000,1779427953832361292,"[183, -18]"
78.081,1779427953913476583,"[194, -21]"
78.136,1779427953968078826,"[205, -24]"
78.206,1779427954038414250,"[220, -25]"
78.268,1779427954100073573,"[235, -26]"
78.349,1779427954181052949,"[247, -26]"
78.412,1779427954244174671,"[259, -27]"
78.476,1779427954308394504,"[272, -28]"
78.534,1779427954366411247,"[-119, 33]"
78.600,1779427954432576472,"[-119, 33]"
78.668,1779427954500533967,"[-112, 31]"
78.735,1779427954566941565,"[-107, 29]"
78.807,1779427954639591919,"[-97, 26]"
78.874,1779427954705784852,"[-91, 24]"
78.935,1779427954767276177,"[-85, 23]"
79.012,1779427954844270436,"[-79, 21]"
79.079,1779427954911599689,"[-73, 18]"
79.145,1779427954977316045,"[-68, 16]"
79.210,1779427955042069038,"[-63, 14]"
79.274,1779427955105991958,"[-59, 11]"
79.335,1779427955167486491,"[-55, 9]"
79.401,1779427955232976808,"[-52, 7]"
79.482,1779427955313939268,"[-48, 5]"
79.545,1779427955376793243,"[-46, 5]"
79.601,1779427955432870426,"[-42, 3]"
79.680,1779427955512166323,"[-41, 3]"
79.747,1779427955578901458,"[-40, 3]"
79.809,1779427955641602310,"[-39, 4]"
79.875,1779427955707422790,"[-38, 4]"
79.948,1779427955780159476,"[-36, 5]"
80.005,1779427955837099982,"[-35, 7]"
80.081,1779427955913666496,"[-34, 8]"
80.137,1779427955969374434,"[-33, 9]"
80.201,1779427956033514518,"[-32, 9]"
80.267,1779427956099393330,"[-31, 10]"
80.338,1779427956170341830,"[-30, 11]"
80.400,1779427956232339191,"[-29, 12]"
80.468,1779427956299828567,"[-29, 12]"
80.534,1779427956366686492,"[-28, 13]"
80.613,1779427956445333730,"[-27, 13]"
80.668,1779427956500012097,"[-27, 14]"
80.746,1779427956577827804,"[-26, 14]"
80.808,1779427956640117119,"[-26, 15]"
80.880,1779427956712078274,"[-25, 15]"
80.936,1779427956768255789,"[-25, 15]"
81.001,1779427956832943449,"[-24, 16]"
81.070,1779427956902507133,"[-24, 16]"
81.146,1779427956978222866,"[-24, 16]"
81.209,1779427957040898051,"[-24, 16]"
81.280,1779427957111842760,"[-23, 17]"
81.349,1779427957181687898,"[-23, 17]"
81.409,1779427957240896084,"[-23, 17]"
81.468,1779427957300579390,"[-23, 17]"
81.540,1779427957371877302,"[-22, 17]"
81.612,1779427957443808498,"[-22, 17]"
81.671,1779427957502961269,"[-22, 18]"
81.739,1779427957571266718,"[-22, 18]"
81.807,1779427957639730832,"[-22, 18]"
81.867,1779427957699720675,"[-22, 18]"
81.935,1779427957766819806,"[-21, 18]"
82.014,1779427957846559031,"[-21, 18]"
82.078,1779427957910339036,"[-21, 18]"
82.146,1779427957978029368,"[-21, 18]"
82.213,1779427958044979750,"[-21, 18]"
82.280,1779427958112490126,"[-21, 18]"
82.334,1779427958166235463,"[0, 0]"
82.400,1779427958232167650,"[0, 0]"
82.473,1779427958305144083,"[0, 0]"
82.532,1779427958364102897,"[0, 0]"
82.599,1779427958430880324,"[0, 0]"
82.665,1779427958497516002,"[0, 0]"
82.733,1779427958565560413,"[0, 0]"
82.799,1779427958631546557,"[0, 0]"
82.879,1779427958711019202,"[0, 0]"
82.944,1779427958776290480,"[0, 0]"
83.007,1779427958838845209,"[0, 0]"
83.078,1779427958909791084,"[0, 0]"
83.133,1779427958965124526,"[0, 0]"
83.209,1779427959041720790,"[0, 0]"
83.274,1779427959106172495,"[0, 0]"
83.334,1779427959166335294,"[0, 0]"
83.399,1779427959230941873,"[0, 0]"
83.465,1779427959296776061,"[0, 0]"
83.532,1779427959364640807,"[0, 0]"
83.599,1779427959431189861,"[0, 0]"
83.669,1779427959500823544,"[0, 0]"
83.745,1779427959576969480,"[0, 0]"
83.801,1779427959633285243,"[0, 0]"
83.868,1779427959699799298,"[0, 0]"
83.937,1779427959769701311,"[0, 0]"
84.000,1779427959831995293,"[0, 0]"
84.095,1779427959927323617,"[0, 0]"
84.146,1779427959978069782,"[0, 0]"
84.201,1779427960033694138,"[0, 0]"
84.274,1779427960105946080,"[279, 46]"
84.345,1779427960177662821,"[279, 46]"
84.408,1779427960240513296,"[272, 55]"
84.469,1779427960301471169,"[269, 57]"
84.547,1779427960379076586,"[266, 60]"
84.615,1779427960447497826,"[264, 63]"
84.671,1779427960503510843,"[262, 65]"
84.731,1779427960563636310,"[218, 111]"
84.805,1779427960637488024,"[213, 120]"
84.879,1779427960711046617,"[209, 128]"
84.943,1779427960775281033,"[206, 137]"
85.006,1779427960837920927,"[202, 146]"
85.071,1779427960902949250,"[200, 151]"
85.134,1779427960965981723,"[196, 160]"
85.205,1779427961037247260,"[191, 169]"
85.274,1779427961105854289,"[186, 177]"
85.343,1779427961175340099,"[181, 185]"
85.399,1779427961231272617,"[176, 192]"
85.468,1779427961299921645,"[171, 200]"
85.535,1779427961367451854,"[167, 208]"
85.607,1779427961439556215,"[163, 214]"
85.677,1779427961509375395,"[159, 221]"
85.739,1779427961571366047,"[155, 227]"
85.812,1779427961644555103,"[152, 232]"
85.873,1779427961704868984,"[149, 237]"
85.960,1779427961792549028,"[146, 241]"
86.006,1779427961838591543,"[144, 245]"
86.068,1779427961900118451,"[141, 249]"
86.135,1779427961966813045,"[139, 253]"
86.205,1779427962037449465,"[137, 256]"
86.270,1779427962101824171,"[136, 259]"
86.346,1779427962178179813,"[134, 262]"
86.410,1779427962241792112,"[132, 264]"
86.469,1779427962300920966,"[131, 267]"
86.542,1779427962374499392,"[130, 269]"
86.612,1779427962444730984,"[129, 271]"
86.671,1779427962503756881,"[127, 272]"
86.744,1779427962576468776,"[126, 274]"
86.808,1779427962640741983,"[125, 276]"
86.870,1779427962702753635,"[125, 277]"
86.937,1779427962769560811,"[124, 278]"
87.007,1779427962839455240,"[123, 280]"
87.078,1779427962910221159,"[122, 281]"
87.139,1779427962970942785,"[122, 282]"
87.206,1779427963038241122,"[121, 283]"
87.277,1779427963109226371,"[121, 283]"
87.345,1779427963177650527,"[120, 284]"
87.405,1779427963237732245,"[120, 285]"
87.473,1779427963304845375,"[119, 286]"
87.538,1779427963370228652,"[119, 286]"
87.609,1779427963441593938,"[119, 287]"
87.676,1779427963508618028,"[0, 0]"
87.742,1779427963573879099,"[-111, 81]"
87.812,1779427963644166982,"[-112, 82]"
87.869,1779427963701116237,"[-116, 86]"
87.944,1779427963776095229,"[-124, 94]"
88.014,1779427963845856661,"[-131, 100]"
88.072,1779427963904026818,"[-139, 108]"
88.142,1779427963973802249,"[-147, 117]"
88.214,1779427964046167065,"[-152, 123]"
88.280,1779427964112286499,"[-159, 132]"
88.346,1779427964178716555,"[-165, 142]"
88.411,1779427964242947471,"[-168, 148]"
88.472,1779427964303843512,"[-174, 159]"
88.535,1779427964367544184,"[-179, 169]"
88.606,1779427964437816901,"[-185, 179]"
88.676,1779427964508062493,"[-190, 188]"
88.744,1779427964575957572,"[-195, 196]"
88.804,1779427964636715364,"[-200, 204]"
88.881,1779427964713153838,"[-204, 211]"
88.939,1779427964771522327,"[-208, 218]"
89.011,1779427964843592855,"[-212, 224]"
89.080,1779427964912230508,"[-216, 230]"
89.137,1779427964969441677,"[-219, 235]"
89.206,1779427965037994457,"[-222, 240]"
89.277,1779427965109759905,"[-224, 245]"
89.340,1779427965171971429,"[-227, 249]"
89.404,1779427965236355177,"[-229, 252]"
89.472,1779427965304508961,"[-231, 256]"
89.537,1779427965369466118,"[-233, 259]"
89.610,1779427965442271054,"[-235, 262]"
89.676,1779427965508441821,"[-236, 265]"
