t_rel_s,ts_ns,value
61.212,1779427937044008151,0.002262684516608715
61.269,1779427937101471025,0.002262684516608715
61.343,1779427937175382447,0.002262684516608715
61.399,1779427937231140759,0.002262684516608715
61.468,1779427937300315990,0.002262684516608715
61.543,1779427937375596269,0.002262684516608715
61.609,1779427937440799590,0.002262684516608715
61.675,1779427937507175105,0.002262684516608715
61.734,1779427937566295501,nan
61.809,1779427937641591239,nan
61.876,1779427937708515372,nan
61.943,1779427937775274423,nan
62.008,1779427937840075541,nan
62.070,1779427937902531104,nan
62.141,1779427937973516061,nan
62.204,1779427938035879167,nan
62.270,1779427938102019893,nan
62.338,1779427938170630130,nan
62.425,1779427938256820650,nan
62.479,1779427938311241188,nan
62.545,1779427938377562453,nan
62.610,1779427938442563651,nan
62.672,1779427938504418388,0.010186723433434963
62.741,1779427938572939668,0.010186723433434963
62.808,1779427938640564084,0.010186723433434963
62.877,1779427938708862825,0.010186723433434963
62.943,1779427938775560627,0.010186723433434963
63.007,1779427938838768681,0.010186723433434963
63.076,1779427938907769455,0.010186723433434963
63.140,1779427938971899456,0.010186723433434963
63.212,1779427939043973483,0.010186723433434963
63.272,1779427939103915202,0.010186723433434963
63.340,1779427939172145986,0.010186723433434963
63.409,1779427939241247967,0.010186723433434963
63.473,1779427939305218719,0.010186723433434963
63.537,1779427939368796019,0.010186723433434963
63.611,1779427939443274225,0.010186723433434963
63.678,1779427939509861487,0.010186723433434963
63.743,1779427939575111474,0.010186723433434963
63.809,1779427939641481155,0.010186723433434963
63.874,1779427939705833112,0.010186723433434963
63.944,1779427939776557031,0.010186723433434963
64.012,1779427939844305987,0.010186723433434963
64.072,1779427939904706200,0.010186723433434963
64.139,1779427939971623625,0.010186723433434963
64.213,1779427940045720919,0.010186723433434963
64.281,1779427940113463167,0.010186723433434963
64.344,1779427940176238393,0.010186723433434963
64.409,1779427940240918762,0.010186723433434963
64.481,1779427940313166329,0.010186723433434963
64.539,1779427940371545401,0.010186723433434963
64.605,1779427940437447255,0.010186723433434963
64.676,1779427940508153383,0.010186723433434963
64.741,1779427940573595575,0.010186723433434963
64.812,1779427940644292370,0.011272250674664974
64.878,1779427940709922686,0.011272250674664974
64.945,1779427940777030275,0.011272250674664974
65.009,1779427940841097318,0.011272250674664974
65.073,1779427940905754062,0.011272250674664974
65.146,1779427940978591955,0.011272250674664974
65.213,1779427941045607087,0.011272250674664974
65.271,1779427941103596122,0.011932304129004478
65.342,1779427941174200167,0.011932304129004478
65.415,1779427941247153809,0.011932304129004478
65.474,1779427941305988667,0.011932304129004478
65.539,1779427941371251529,0.011932304129004478
65.614,1779427941446699515,0.011932304129004478
65.672,1779427941504739007,0.011932304129004478
65.748,1779427941580158994,0.011932304129004478
65.806,1779427941638645606,0.011932304129004478
65.873,1779427941704905622,0.011932304129004478
65.947,1779427941779185206,0.011932304129004478
66.012,1779427941844414776,0.011932304129004478
66.074,1779427941905901434,0.01262492686510086
66.148,1779427941980309142,0.01262492686510086
66.210,1779427942042390501,0.01262492686510086
66.274,1779427942105888468,0.013546492904424667
66.346,1779427942178760194,0.013546492904424667
66.406,1779427942238275793,0.013546492904424667
66.472,1779427942304570226,0.013546492904424667
66.540,1779427942372347473,0.013546492904424667
66.604,1779427942436220935,0.013546492904424667
66.679,1779427942511612922,0.013546492904424667
66.744,1779427942576340249,0.013546492904424667
66.812,1779427942644594657,0.013546492904424667
66.876,1779427942708094373,0.013546492904424667
66.947,1779427942779401911,0.013546492904424667
67.016,1779427942848226520,0.013546492904424667
67.076,1779427942907938117,0.013546492904424667
67.148,1779427942979815564,0.013546492904424667
67.210,1779427943042057338,0.014170247130095959
67.278,1779427943110309121,0.014170247130095959
67.341,1779427943173072680,0.014170247130095959
67.406,1779427943238077378,0.014170247130095959
67.473,1779427943305467005,0.014170247130095959
67.549,1779427943381032823,0.014170247130095959
67.607,1779427943438981067,0.014170247130095959
67.674,1779427943506415319,0.014170247130095959
67.748,1779427943580600404,0.014170247130095959
67.807,1779427943639310805,0.014170247130095959
67.875,1779427943707623254,0.014170247130095959
67.945,1779427943777679556,0.01471316535025835
68.009,1779427943841103732,0.01448469702154398
68.080,1779427943912237147,0.0165572389960289
68.146,1779427943978469163,0.0165572389960289
68.207,1779427944039245038,0.0165572389960289
68.280,1779427944111878768,0.0165572389960289
68.342,1779427944174305456,0.0165572389960289
68.409,1779427944240928884,0.0165572389960289
68.469,1779427944301520720,0.0165572389960289
68.537,1779427944368774724,0.0165572389960289
68.616,1779427944448211661,0.0165572389960289
68.676,1779427944507868133,0.0165572389960289
68.737,1779427944569242501,0.0165572389960289
68.807,1779427944639696341,0.0165572389960289
68.875,1779427944707134092,0.0165572389960289
68.949,1779427944780863016,0.0165572389960289
69.007,1779427944839547376,0.0165572389960289
69.077,1779427944909456680,0.0165572389960289
69.140,1779427944972059533,0.0165572389960289
69.207,1779427945039720990,0.0165572389960289
69.277,1779427945109144967,0.0165572389960289
69.341,1779427945173673963,0.0165572389960289
69.403,1779427945235749489,0.0165572389960289
69.473,1779427945305064967,0.0165572389960289
69.544,1779427945376293464,0.0165572389960289
69.606,1779427945438458239,0.0165572389960289
69.673,1779427945505485329,0.0165572389960289
69.738,1779427945569879285,0.0165572389960289
69.804,1779427945636379631,0.0165572389960289
69.879,1779427945710890212,0.0165572389960289
69.946,1779427945778561586,0.0165572389960289
70.005,1779427945836810492,0.0165572389960289
70.075,1779427945906991335,0.0165572389960289
70.135,1779427945966872680,0.0165572389960289
70.205,1779427946037635682,0.018296074122190475
70.270,1779427946102239927,0.018296074122190475
70.347,1779427946178997480,0.018296074122190475
70.405,1779427946237196596,0.018296074122190475
70.478,1779427946310452442,0.018296074122190475
70.542,1779427946374009908,0.018296074122190475
70.611,1779427946443253637,0.018296074122190475
70.670,1779427946502708279,0.018296074122190475
70.746,1779427946578407929,0.018296074122190475
70.813,1779427946644847318,0.018296074122190475
70.878,1779427946710651173,0.018296074122190475
70.943,1779427946775046295,0.018296074122190475
71.011,1779427946842953041,0.018296074122190475
71.077,1779427946909653760,0.018296074122190475
71.149,1779427946980892756,0.018296074122190475
71.207,1779427947038868666,0.018296074122190475
71.272,1779427947103866364,0.018296074122190475
71.342,1779427947173893792,0.018296074122190475
71.404,1779427947236698184,0.018296074122190475
71.470,1779427947301849297,0.018296074122190475
71.541,1779427947373186293,0.018296074122190475
71.606,1779427947438131783,0.018296074122190475
71.674,1779427947505911656,0.018296074122190475
71.747,1779427947579398499,0.018296074122190475
71.808,1779427947640090084,0.018296074122190475
71.868,1779427947699867013,0.018296074122190475
71.935,1779427947767521179,0.018296074122190475
72.008,1779427947840297240,0.018296074122190475
72.076,1779427947907940905,0.018296074122190475
72.145,1779427947977607838,0.018296074122190475
72.210,1779427948042444538,0.018296074122190475
72.269,1779427948100982483,0.018296074122190475
72.339,1779427948171144367,0.018296074122190475
72.408,1779427948239777354,nan
72.475,1779427948307516685,nan
72.539,1779427948371189358,nan
72.607,1779427948439270519,nan
72.671,1779427948503333437,nan
72.736,1779427948568754047,nan
72.811,1779427948643431459,nan
72.878,1779427948710273051,nan
72.944,1779427948776470068,0.3056408166885376
73.012,1779427948844179941,0.30367138981819153
73.074,1779427948906104677,0.30193591117858887
73.144,1779427948975871650,0.30002865195274353
73.210,1779427949042294998,0.2975980043411255
73.280,1779427949112362967,0.29527533054351807
73.345,1779427949177257708,0.2948693335056305
73.414,1779427949246519812,0.29350703954696655
73.477,1779427949309669533,0.29350703954696655
73.538,1779427949370445408,0.29350703954696655
73.602,1779427949434699658,0.29350703954696655
73.677,1779427949509743982,0.29350703954696655
73.735,1779427949566879319,0.29350703954696655
73.806,1779427949638597226,0.29350703954696655
73.877,1779427949709736474,0.29350703954696655
73.942,1779427949773902932,0.29350703954696655
74.012,1779427949844501436,0.29350703954696655
74.075,1779427949907263537,0.29350703954696655
74.145,1779427949976977427,0.29350703954696655
74.205,1779427950036956479,0.29350703954696655
74.280,1779427950111932180,0.29350703954696655
74.339,1779427950171149699,0.2943420708179474
74.401,1779427950233734761,0.2937668561935425
74.479,1779427950311524801,0.2946684658527374
74.541,1779427950373695993,0.2953045070171356
74.609,1779427950441490448,0.29487696290016174
74.678,1779427950510416556,0.2951523959636688
74.743,1779427950575576419,0.29480233788490295
74.807,1779427950639727711,0.29480233788490295
74.878,1779427950710445506,0.29480233788490295
74.940,1779427950771916706,0.29480233788490295
75.013,1779427950845277051,0.29480233788490295
75.074,1779427950906739501,0.29480233788490295
75.142,1779427950974404750,0.29480233788490295
75.206,1779427951037926633,0.29631200432777405
75.278,1779427951109942037,0.2959170341491699
75.345,1779427951177317664,0.29644933342933655
75.411,1779427951243059978,0.29695338010787964
75.477,1779427951309724531,0.2966575026512146
75.541,1779427951373239706,0.2967863380908966
75.601,1779427951433420589,0.29755541682243347
75.677,1779427951509440818,0.29755541682243347
75.747,1779427951579675618,0.29755541682243347
75.811,1779427951643592996,0.29755541682243347
75.874,1779427951706091726,0.29755541682243347
75.936,1779427951767833006,0.29755541682243347
76.001,1779427951833596611,0.29755541682243347
76.079,1779427951911743064,0.29638099670410156
76.142,1779427951973781549,0.29558026790618896
76.205,1779427952037334640,0.29558026790618896
76.273,1779427952105010680,0.29558026790618896
76.341,1779427952172896426,0.29558026790618896
76.412,1779427952243986383,0.29558026790618896
76.478,1779427952310129150,0.29558026790618896
76.543,1779427952375553552,0.29558026790618896
76.607,1779427952439512930,0.29558026790618896
76.667,1779427952499333317,0.29558026790618896
76.734,1779427952566640695,0.29558026790618896
76.802,1779427952634262194,0.29558026790618896
76.881,1779427952713330011,0.29558026790618896
76.939,1779427952771634625,0.29558026790618896
77.010,1779427952842755789,0.29558026790618896
77.067,1779427952898777848,0.29558026790618896
77.135,1779427952966914716,0.29558026790618896
77.203,1779427953035223665,0.29558026790618896
77.268,1779427953100479194,0.29558026790618896
77.334,1779427953166455130,0.29558026790618896
77.407,1779427953238910653,0.29558026790618896
77.469,1779427953301009512,0.29558026790618896
77.539,1779427953371277271,0.29558026790618896
77.611,1779427953443462130,0.29558026790618896
77.674,1779427953506511811,0.29558026790618896
77.744,1779427953576028245,0.29558026790618896
77.807,1779427953639125467,0.29558026790618896
77.877,1779427953709230769,0.29558026790618896
77.944,1779427953776168027,0.29558026790618896
78.000,1779427953832301209,0.29558026790618896
78.081,1779427953913379168,0.29558026790618896
78.135,1779427953967715706,0.29558026790618896
78.206,1779427954038303418,0.29558026790618896
78.268,1779427954100024574,0.29558026790618896
78.349,1779427954181003950,nan
78.412,1779427954244052464,nan
78.476,1779427954308229131,nan
78.534,1779427954366359331,nan
78.600,1779427954432332350,nan
78.668,1779427954500203221,nan
78.734,1779427954566502029,nan
78.807,1779427954639531836,nan
78.873,1779427954705729436,nan
78.935,1779427954767133262,nan
79.012,1779427954844142979,nan
79.079,1779427954911391150,nan
79.145,1779427954977206088,nan
79.210,1779427955041932248,nan
79.274,1779427955105929250,nan
79.335,1779427955167392867,nan
79.401,1779427955232870643,nan
79.482,1779427955313824061,nan
79.544,1779427955376686786,nan
79.601,1779427955432833385,0.01661442406475544
79.680,1779427955512058116,0.01661442406475544
79.747,1779427955578773710,0.01661442406475544
79.809,1779427955641396396,0.01661442406475544
79.875,1779427955707321000,0.01661442406475544
79.948,1779427955780049227,0.01661442406475544
80.004,1779427955836703029,0.01661442406475544
80.081,1779427955913558872,0.01661442406475544
80.137,1779427955969263310,0.01661442406475544
80.201,1779427956033180855,0.01661442406475544
80.267,1779427956099331498,0.01661442406475544
80.338,1779427956170236832,0.015971112996339798
80.400,1779427956232247900,0.015971112996339798
80.467,1779427956299669027,0.015971112996339798
80.534,1779427956366579743,0.015971112996339798
80.613,1779427956445075608,0.015971112996339798
80.668,1779427956499848474,0.015971112996339798
80.745,1779427956577753139,0.015971112996339798
80.808,1779427956640011537,0.015971112996339798
80.880,1779427956711961025,0.015971112996339798
80.936,1779427956768225456,0.015971112996339798
81.001,1779427956832932366,0.015971112996339798
81.070,1779427956902369760,0.015971112996339798
81.146,1779427956978117867,0.019283544272184372
81.209,1779427957040887551,0.019283544272184372
81.279,1779427957111492764,0.019283544272184372
81.349,1779427957181611482,0.019283544272184372
81.408,1779427957240738003,0.019283544272184372
81.468,1779427957300414309,0.019283544272184372
81.539,1779427957371700846,0.019283544272184372
81.611,1779427957443686000,0.019283544272184372
81.671,1779427957502845770,0.019283544272184372
81.739,1779427957571214802,0.019283544272184372
81.807,1779427957639552042,0.019283544272184372
81.867,1779427957699619468,0.019283544272184372
81.934,1779427957766706641,0.019283544272184372
82.014,1779427957846481157,0.019283544272184372
82.078,1779427957910224412,0.019283544272184372
82.146,1779427957977915619,0.019283544272184372
82.213,1779427958044869502,0.019283544272184372
82.280,1779427958112459501,0.019283544272184372
82.334,1779427958166190255,0.019283544272184372
82.400,1779427958232069068,0.019283544272184372
82.473,1779427958304939627,0.019283544272184372
82.532,1779427958363957358,0.019283544272184372
82.599,1779427958430845033,0.019283544272184372
82.665,1779427958497444253,0.019283544272184372
82.733,1779427958565026086,0.019283544272184372
82.799,1779427958631309435,0.019283544272184372
82.879,1779427958710953578,0.019283544272184372
82.944,1779427958775890610,0.019283544272184372
83.006,1779427958838641628,0.019283544272184372
83.077,1779427958909665377,0.019283544272184372
83.133,1779427958964960612,0.019283544272184372
83.209,1779427959041672374,0.019283544272184372
83.274,1779427959106129912,0.019283544272184372
83.334,1779427959166282503,nan
83.399,1779427959230869248,nan
83.464,1779427959296669895,nan
83.532,1779427959364522392,nan
83.599,1779427959431071154,nan
83.668,1779427959500665462,nan
83.745,1779427959576857773,nan
83.801,1779427959633224577,nan
83.867,1779427959699694008,nan
83.937,1779427959769557229,nan
83.999,1779427959831463299,nan
84.095,1779427959927129952,nan
84.146,1779427959977938826,nan
84.201,1779427960033593514,nan
84.274,1779427960105889206,nan
84.345,1779427960177547322,nan
84.408,1779427960240382047,nan
84.469,1779427960301421294,nan
84.547,1779427960378921713,nan
84.615,1779427960447405077,nan
84.671,1779427960503351304,nan
84.731,1779427960563546478,nan
84.805,1779427960637459733,nan
84.878,1779427960710354209,nan
84.943,1779427960775155618,nan
85.006,1779427960837838678,nan
85.071,1779427960902900834,nan
85.133,1779427960965735267,nan
85.205,1779427961037116304,nan
85.274,1779427961105845539,nan
85.343,1779427961175260475,nan
85.399,1779427961231241993,nan
85.468,1779427961299787772,nan
85.535,1779427961367309814,nan
85.607,1779427961439060971,nan
85.677,1779427961509311230,nan
85.739,1779427961571275049,nan
85.812,1779427961644497937,nan
85.872,1779427961704725778,nan
85.960,1779427961792473779,nan
86.006,1779427961838017550,nan
86.068,1779427961900093660,nan
86.134,1779427961966550548,nan
86.205,1779427962037331342,nan
86.269,1779427962101732006,nan
86.346,1779427962178123230,nan
86.409,1779427962241654155,nan
86.468,1779427962300422222,nan
86.542,1779427962374401976,nan
86.612,1779427962444708234,nan
86.671,1779427962503723339,nan
86.744,1779427962576217945,nan
86.808,1779427962640613359,nan
86.870,1779427962702699094,nan
86.937,1779427962769397479,nan
87.007,1779427962839438615,nan
87.078,1779427962910131618,nan
87.138,1779427962970651705,nan
87.206,1779427963038213997,nan
87.277,1779427963109175622,nan
87.345,1779427963177518404,nan
87.405,1779427963237659037,nan
87.472,1779427963304682044,nan
87.538,1779427963370136778,nan
87.609,1779427963441505565,nan
87.676,1779427963508598195,nan
87.741,1779427963573756600,nan
87.812,1779427963644031650,nan
87.869,1779427963701068696,nan
87.944,1779427963775989356,nan
88.014,1779427963845808828,nan
88.072,1779427963903856779,nan
88.141,1779427963973654959,nan
88.214,1779427964045954443,nan
88.280,1779427964112230208,nan
88.346,1779427964178531057,nan
88.411,1779427964242858222,nan
88.471,1779427964303688639,nan
88.535,1779427964367432477,nan
88.605,1779427964437691194,nan
88.676,1779427964507925995,nan
88.744,1779427964575837699,nan
88.804,1779427964636621741,nan
88.881,1779427964712951133,nan
88.939,1779427964771446203,nan
89.011,1779427964843077486,nan
89.080,1779427964911945261,nan
89.137,1779427964969319179,nan
89.206,1779427965037876333,nan
89.277,1779427965109706531,nan
89.339,1779427965171734891,nan
89.404,1779427965236286928,nan
89.472,1779427965304431671,nan
89.537,1779427965369433452,nan
89.610,1779427965442110347,nan
89.676,1779427965508315531,nan
89.739,1779427965571353253,nan
89.802,1779427965634162312,nan
89.879,1779427965710864449,nan
89.946,1779427965778336909,nan
90.010,1779427965841977207,nan
90.075,1779427965907676647,nan
90.141,1779427965973746790,nan
90.212,1779427966043910716,nan
90.272,1779427966104568760,nan
90.338,1779427966170646778,nan
90.405,1779427966236937711,nan
90.475,1779427966307045638,nan
90.541,1779427966373237988,nan
90.610,1779427966442474426,nan
90.671,1779427966503716087,nan
90.731,1779427966563352143,nan
90.807,1779427966639475037,nan
90.871,1779427966703319208,nan
90.938,1779427966770672003,nan
91.009,1779427966840894720,nan
91.068,1779427966900508610,nan
91.134,1779427966966612878,nan
91.207,1779427967039090859,nan
91.271,1779427967103583980,nan
91.335,1779427967167129196,nan
91.406,1779427967238163737,nan
91.471,1779427967302887563,nan
91.540,1779427967372411289,nan
91.598,1779427967430244867,nan
91.672,1779427967504383578,nan
91.739,1779427967570987173,nan
91.807,1779427967638891877,nan
91.879,1779427967710868198,nan
91.937,1779427967768854024,nan
92.010,1779427967842132621,nan
92.075,1779427967907752436,nan
92.135,1779427967967725655,nan
92.209,1779427968041337914,nan
92.275,1779427968107067978,nan
92.340,1779427968172326715,nan
92.405,1779427968237362038,nan
92.468,1779427968300288928,nan
92.542,1779427968374455638,nan
92.602,1779427968434555730,nan
92.675,1779427968507153002,nan
92.738,1779427968570018060,nan
92.830,1779427968662681167,nan
92.874,1779427968706072965,nan
92.935,1779427968766878590,nan
93.004,1779427968836118819,nan
93.077,1779427968908901296,nan
93.137,1779427968969474758,nan
93.210,1779427969042743146,nan
93.277,1779427969109619737,nan
93.341,1779427969173659906,nan
93.403,1779427969235532143,nan
93.467,1779427969299352689,nan
93.536,1779427969368579502,nan
93.609,1779427969441092774,nan
93.677,1779427969509191434,nan
93.737,1779427969569252443,nan
93.808,1779427969639933780,nan
93.876,1779427969707892733,nan
93.939,1779427969771403825,nan
94.004,1779427969836557855,nan
94.068,1779427969900661022,nan
94.136,1779427969967781736,nan
